track,artist,key,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,year,weeks-on-board,charted
Tóc Em Đuôi Gà,Quang Linh,G,0.8256880733944955,0.6729211740029347,0.7513624092425842,0.038619979402677654,0.007580321285140563,0.2686414708886619,0.9341438703140832,0.5770742367998982,0.05378131678824364,2018.0,0,False
Fall,Eminem,C#/Db,0.8460754332313964,0.5458905596248698,0.8714556399550614,0.3038105046343975,0.2279116465863454,0.11440245148110316,0.5420466058763932,0.8313440227540178,0.05043539049214799,2018.0,4,True
Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,D,0.6156982670744138,0.4358640432344195,0.8277914717373442,0.19361483007209063,0.05461847389558233,0.1654749744637385,0.24214792299898683,0.4906017001903741,0.0700096339533647,2019.0,3,True
Hybryd - Original Mix,CJ Kovalev,B,0.8501529051987767,0.6959267183391198,0.8059929238559954,0.09598352214212154,0.19477911646586346,0.1072522982635342,0.6423505572441743,0.6088289950157434,0.045398865880389175,2019.0,0,False
100 Bars,Farid Bang,A,0.5963302752293578,0.7109303342105447,0.884937203413988,0.41091658084449023,0.25100401606425704,0.323799795709908,0.353596757852077,0.363755321614045,0.060544304494748485,2016.0,0,False
Deep Alpha 8 Hz: Pt. 4,Steven Halpern,C,0.1620795107033639,0.014062389035757619,0.4295655381726109,0.04037075180226571,0.9839357429718876,0.10173646578140959,0.03637284701114489,0.6434234619001967,0.04618174843373952,2012.0,0,False
CHopstix,ScHoolboy Q + Travis Scott,A,0.9765545361875636,0.5969028535877147,0.8483827154283414,0.11431513903192586,0.04588353413654619,0.14096016343207354,0.6271529888551165,0.5812588314939594,0.03417913446597344,2019.0,1,True
Solitaires (feat. Travis Scott),Future,C#/Db,0.7043832823649336,0.6319112906210398,0.8398980498683702,0.05283213182286303,0.12248995983935743,0.06598569969356487,0.4944275582573455,0.7723189742517936,0.039175038747831764,2020.0,4,True
Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",D,0.7482161060142711,0.8919739657257401,0.9361805590489125,0.12873326467559218,0.06506024096385542,0.5924412665985699,0.612968591691996,0.627148523578669,0.05856718424232384,2012.0,22,True
Esporte Fino,A Banca Records,C,0.7655453618756369,0.6539165938991298,0.8678504954977614,0.39443872296601445,0.2660642570281125,0.4882533197139938,0.6453900709219859,0.7501328983656911,0.051456050586379226,2018.0,0,False
TRELLAS,Bad Bunny,D,0.43832823649337405,0.41185825784013946,0.8772238710867414,0.02893923789907312,0.20080321285140565,0.330949948927477,0.05146909827760892,0.41288000981403317,0.029665324148251127,2020.0,1,True
Psalms,Vudu Sister,D,0.5514780835881753,0.4368642842925146,0.7713835370659154,0.025128733264675594,0.1536144578313253,0.09805924412665985,0.6565349544072949,0.41531080043436186,0.042139530238764315,2012.0,0,False
Mesto Zlocina,Aleksandra Prijovic,C#/Db,0.764525993883792,0.8999758941905001,0.9496118181665744,0.046961894953656026,0.010441767068273093,0.08049029622063329,0.6707193515704155,0.5545655700090416,0.03916988690111268,2017.0,0,False
"Geah, loss dir nichts sogen",Max von Milland,B,0.5117227319062181,0.85796576975051,0.8731156832167949,0.03810504634397528,0.003102409638554217,0.43105209397344224,0.4883485309017224,0.5908593185607901,0.04346355484556943,2015.0,0,False
Get Up,Terrell Hines,F#/Gb,0.8807339449541285,0.9159797511200201,0.8759494944413703,0.09443872296601442,0.1636546184738956,0.0748723186925434,0.7669706180344479,0.5453149350501834,0.0314944278814774,2019.0,0,False
Ich hab geträumt von dir,Stereoact,G,0.6238532110091742,0.8259580558914699,0.8711538139074735,0.04469618949536561,0.03353413654618474,0.13278855975485188,0.292806484295846,0.4544488011885885,0.034331510240087945,2021.0,0,False
Pxrn80Star,Jemkrlz,G,0.7074413863404689,0.6219088800400897,0.8140751546858493,0.0474768280123584,0.12951807228915663,0.058222676200204285,0.5086119554204661,0.5679281031200447,0.05182222799933581,2020.0,0,False
Qyteti i heshtur,Hekuran Krasniqi,A#/Bb,0.7930682976554536,0.7039286468038799,0.7724902325737377,0.08032955715756952,0.5562248995983935,0.2420837589376915,0.9665653495440729,0.6360356758279454,0.0426592723135398,2020.0,0,False
Dirt On My Boots,Jon Pardi,B,0.6962283384301733,0.79595082414862,0.8972282307963176,0.02935118434603502,0.11144578313253013,0.20122574055158324,0.5379939209726444,0.4090588978295539,0.03842742652971209,2017.0,20,True
A Kane Uje Ato Burime,Florent Nushi,E,0.6462793068297655,0.8649674571571749,0.7832888978318828,0.088259526261586,0.7911646586345381,0.29009193054136867,0.7173252279635258,0.45354918148237333,0.03757994774442243,2017.0,0,False
РЕВОЛЬВЕР,RSAC,C,0.5790010193679918,0.938985295456205,0.8761339436926739,0.05458290422245108,0.003734939759036145,0.23289070480081714,0.47720364741641336,0.5225336562271403,0.02491433073350012,2018.0,0,False
Why Ya Wanna,Jana Kramer,E,0.30479102956167176,0.6759218971772198,0.9138621996411623,0.05252317198764161,0.2740963855421687,0.11542390194075587,0.30192502532928067,0.7610328361192769,0.04228734861001194,2012.0,22,True
Call It What You Want,Taylor Swift,A,0.6095820591233435,0.5038804351848797,0.8017338229622549,0.0752832131822863,0.18674698795180725,0.3472931562819203,0.25531914893617025,0.7449305520848005,0.03874723732219689,2017.0,2,True
Outro,Y.S.R.,C,0.528032619775739,0.6739214150610299,0.759914147257575,0.41606591143151395,0.5060240963855422,0.6394279877425945,0.7041540020263425,0.743799212151227,0.010679580100714639,2021.0,0,False
Better Than I Used To Be,Tim McGraw,F,0.46075433231396534,0.5658953807867696,0.8672971477438502,0.030072090628218334,0.1757028112449799,0.09070480081716037,0.41236068895643363,0.6277073782446512,0.03825048040970655,2012.0,20,True
Euphoria,Qhemist,E,0.5902140672782874,0.88197155514479,0.8444422086959438,0.07600411946446962,0.007238955823293073,0.37691521961184876,0.034245187436676795,0.6363128313940016,0.07437839997114966,2018.0,0,False
Drop The World,Lil Wayne Featuring Eminem,C#/Db,0.6758409785932722,0.90997830477145,0.9399869208712711,0.32646755921730175,0.07218875502008033,0.24923391215526045,0.34650455927051677,0.6587806063800302,0.043843602615077394,2010.0,20,True
Flieg durch die Zeit (Inu Yasha),Anime Allstars,A,0.6952089704383282,0.9669920450828651,0.8701141908546707,0.07095777548918641,0.016867469879518072,0.3983656792645556,0.6727456940222899,0.6136496844515728,0.01765101945139173,2018.0,0,False
23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",A,0.8756371049949031,0.5989033357039047,0.8792025085098176,0.06323377960865088,0.00036345381526104424,0.13278855975485188,0.32320162107396155,0.6361174594376013,0.04845906283152629,2014.0,23,True
Don't Stop The Party,Pitbull Featuring TJR,E,0.7359836901121304,0.95798987556001,0.9066519107265623,0.09392378990731205,0.007289156626506025,0.38304392236976503,0.9645390070921986,0.5770651497321587,0.03926499791746504,2013.0,20,True
Lost In The Fire,Gesaffelstein & The Weeknd,D,0.6707441386340469,0.6709206918867449,0.7625635092308466,0.03738414006179197,0.09367469879518073,0.11746680286006128,0.16818642350557247,0.45874244069552417,0.0384670561198589,2019.0,6,True
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,B,0.8287461773700304,0.5798987556000996,0.8545533812901386,0.07682801235839341,0.040662650602409645,0.35648621041879464,0.4488348530901723,0.45455784600146304,0.04240603923250165,2015.0,20,True
Heart On Ice,Rod Wave,A#/Bb,0.747196738022426,0.38885271350395445,0.8253097909016214,0.07600411946446962,0.05150602409638554,0.14402451481103165,0.24721377912867276,0.7173240402920583,0.030061025605867077,2020.0,27,True
Just Us,DJ Khaled Featuring SZA,A,0.6513761467889908,0.8589660108086049,0.9210557204420075,0.1513903192584964,0.13554216867469882,0.13176710929519916,0.5734549138804458,0.4231483963597207,0.04228853749771634,2019.0,13,True
Bad Liar,Selena Gomez,C#/Db,0.983690112130479,0.4138587399563295,0.8598521052366819,0.07342945417095778,0.1897590361445783,0.07834525025536261,0.7375886524822696,0.5499129913263938,0.04095480364132526,2017.0,14,True
Thunder,J.Fla,F#/Gb,0.7981651376146788,0.5899011661810497,0.8564984824857051,0.04459320288362513,0.06355421686746988,0.08835546475995913,0.3373860182370821,0.38181586874639356,0.02032205382728711,2018.0,0,False
Breaking Me,"Topic, A7S",G#/Ab,0.8042813455657493,0.7199325037333998,0.872528799235374,0.22451081359423275,0.22389558232931728,0.13176710929519916,0.6727456940222899,0.5544519816622974,0.03147263160689666,2021.0,71,True
Fame,Apache 207,C#/Db,0.8267074413863404,0.6449144243762748,0.833023123228868,0.10710607621009269,0.18473895582329317,0.1052093973442288,0.48024316109422494,0.5905094664528178,0.032853128379660985,2020.0,4,True
Love Scars 3,Trippie Redd,G#/Ab,0.5545361875637105,0.5238852563467796,0.834599325921827,0.0639546858908342,0.13654618473895583,0.10827374872318692,0.11854103343465047,0.3724879937117491,0.024068833427717807,2018.0,1,True
Bilsaha Tlaqayna,Wadih El Safi,G,0.781855249745158,0.3448421069477744,0.760920234082868,0.058187435633367666,0.9116465863453816,0.11542390194075587,0.8743667679837893,0.51332391307311,0.052223279451621585,2010.0,0,False
Going Down,Maniloxao,C,0.4954128440366972,0.5698963450191497,0.6544594798531113,0.057672502574665295,0.46787148594377514,0.2696629213483146,0.7477203647416414,0.7224536900310324,0.015409173536786364,2020.0,0,False
Cheyenne,Jason Derulo,F#/Gb,0.564729867482161,0.7679440745219599,0.8698459010345926,0.13079299691040167,0.012650602409638554,0.12461695607763022,0.32826747720364746,0.45289491260512604,0.0410457535507122,2015.0,7,True
Anxiety - Intro,Juice WRLD,B,0.31294597349643216,0.5278862205791597,0.7772020725388601,0.11122554067971165,0.9759036144578314,0.2267620020429009,0.5876393110435664,0.7941870027670122,0.012371367304082203,2020.0,1,True
The Old Rugged Cross,Craig Wayne Boyd,D,0.45973496432212024,0.4838756140229795,0.8702483357647097,0.02584963954685891,0.5532128514056226,0.11031664964249233,0.4397163120567376,0.3640642819171896,0.033727555286250474,2014.0,1,True
BBO (Bad Bitches Only),Migos Featuring 21 Savage,E,0.8236493374108053,0.7709447976962449,0.8714053356137967,0.06642636457260556,0.04146586345381527,0.18386108273748722,0.47720364741641336,0.7357798748710772,0.04832808703609106,2018.0,2,True
Delirious (Boneless),"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",G#/Ab,0.7196738022426095,0.9119787868876401,0.8928517531062931,0.058187435633367666,0.01957831325301205,0.236976506639428,0.9371833839918947,0.5815905094664527,0.04269157042950946,2014.0,3,True
"Nem Inglês, Nem Javanês",Orlando Sant'Helena,G,0.5208970438328236,0.3358399374249194,0.7916729547093246,0.035530381050463446,0.9166666666666667,0.11746680286006128,0.24924012158054712,0.6269213468851803,0.03870106884967585,2018.0,0,False
Ritmo Español,David Garrett,G#/Ab,0.35474006116207946,0.6099059873429498,0.8250750373090531,0.07023686920700309,0.015963855421686747,0.22063329928498465,0.16818642350557247,0.6566269713257578,0.03332848531347204,2015.0,0,False
"5 Preludes, Op.74: No.2",Alexander Scriabin,A#/Bb,0.3557594291539245,0.010361497120806116,0.30838238006606633,0.04181256436663234,0.9989959839357431,0.07681307456588356,0.034650455927051675,0.3783355218021472,0.009437192449611966,2015.0,0,False
Lunatic,Fennec & Wolf,A,0.8236493374108051,0.4108580167820445,0.7818636081627177,0.047682801235839345,0.005,0.06465781409601633,0.4893617021276596,0.5452331514405274,0.06896341277348875,2015.0,0,False
Take It From Me,Jordan Davis,A#/Bb,0.6034658511722731,0.890973724667645,0.9145832285326223,0.05272914521112256,0.026807228915662652,0.35955056179775274,0.6828774062816617,0.4542761469015371,0.03295101346732362,2019.0,13,True
Here For A Good Time,George Strait,F#/Gb,0.6075433231396533,0.7679440745219599,0.854067105991247,0.03800205973223481,0.08614457831325302,0.118488253319714,0.5390070921985817,0.5812542879600896,0.0341422789471369,2011.0,20,True
Atomic,Chaitow,G,0.7961264016309887,0.956989634501915,0.8397136006170666,0.05221421215242019,0.38654618473895586,0.10091930541368743,0.03890577507598784,0.5679644513910029,0.029238711610320652,2020.0,0,False
911,Sech,G,0.8318042813455656,0.7099300931524498,0.9047906500997702,0.04098867147270855,0.16566265060240964,0.29826353421859036,0.7943262411347518,0.42263952056630605,0.03976254742175831,2021.0,23,True
L.Q. Ivy,The Wayward Kin,B,0.5321100917431193,0.5108821225915446,0.8325703841574861,0.028527291452111227,0.014558232931726908,0.35852911133810006,0.5146909827760892,0.580886261716638,0.05115486570126343,2016.0,0,False
No Handouts,zRa,C,0.8491335372069316,0.6219088800400897,0.8769891174941731,0.08908341915550978,0.14558232931726908,0.14300306435137897,0.8034447821681864,0.5998827768261599,0.03316996695288477,2021.0,0,False
Where Have You Been,Rihanna,C,0.7329255861365952,0.846963118111465,0.8609923369720139,0.09433573635427395,0.0020180722891566267,0.22574055158324818,0.4498480243161095,0.5814042245777921,0.046509286996302954,2012.0,26,True
"Gluck: Orfeo ed Euridice, Wq. 30, Act 2: ""Anime avventurose"" (Orfeo, Chorus)",Christoph Willibald Gluck,C#/Db,0.491335372069317,0.07797779264802818,0.6490266109965289,0.06045314109165809,0.9909638554216867,0.23289070480081714,0.23505572441742656,0.5616534828458879,0.0073156223411021855,2018.0,0,False
MIND CONTROL,HVDES,C,0.5076452599388379,0.93798505439811,0.9578281939064675,0.09104016477857879,0.000751004016064257,0.3789581205311542,0.17426545086119555,0.5092211019887047,0.040883074083159526,2018.0,0,False
I Don't Care,Ed Sheeran & Justin Bieber,F#/Gb,0.8134556574923547,0.6749216561191248,0.8827741167396079,0.045520082389289396,0.09156626506024097,0.09131767109295198,0.8530901722391084,0.4632405392265997,0.042004789632265144,2020.0,39,True
Fast,Luke Bryan,C,0.5586136595310908,0.900976135248595,0.9230846622063483,0.04665293511843461,0.20080321285140565,0.10214504596527069,0.5643363728470112,0.6631423988950126,0.0392834256768833,2017.0,13,True
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,E,0.8154943934760448,0.5778982734839097,0.8810470010228548,0.049948506694129764,0.003825301204819277,0.3667007150153217,0.3718338399189463,0.6497707787162699,0.03897669264914695,2019.0,26,True
