danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms
0.68,0.87,-4.461,0.0393,0.266,0.109,0.646,119.075,227840.0
0.291,0.647,-12.534,0.143,0.00273,0.192,0.339,95.568,404853.0
0.7709999999999999,0.421,-13.878,0.913,0.545,0.614,0.654,101.942,120800.0
0.588,0.554,-8.406,0.0545,0.216,0.0619,0.496,146.133,238333.0
0.563,0.833,-6.122999999999998,0.0312,0.13,0.0968,0.8,133.865,215813.0
0.8240000000000001,0.695,-9.211,0.088,0.0176,0.115,0.812,134.17,192653.0
0.481,0.499,-10.23,0.0294,0.101,0.95,0.4320000000000001,91.242,221867.0
0.472,0.672,-4.997,0.212,0.358,0.108,0.392,81.813,269160.0
0.602,0.271,-13.435,0.0292,0.319,0.0805,0.405,99.903,158041.0
0.652,0.716,-7.308,0.0296,0.257,0.102,0.856,126.942,287600.0
0.933,0.513,-13.203,0.347,0.00112,0.107,0.595,102.017,179160.0
0.597,0.678,-5.743,0.3,0.0103,0.381,0.659,160.074,282413.0
0.72,0.479,-7.561,0.0398,0.43,0.0941,0.586,150.06,168000.0
0.6809999999999999,0.336,-18.479,0.957,0.613,0.192,0.634,101.318,125700.0
0.377,0.883,-4.768,0.0524,0.0344,0.0914,0.64,147.297,262053.0
0.743,0.608,-12.248,0.0581,0.00368,0.0932,0.341,109.326,475067.0
0.386,0.452,-7.715,0.0278,0.417,0.0881,0.287,169.837,279827.0
0.598,0.808,-5.209,0.0388,0.00304,0.147,0.288,128.025,232240.0
0.653,0.76,-3.774,0.0284,0.0533,0.505,0.59,91.845,206147.0
0.856,0.717,-4.358,0.209,0.0464,0.355,0.738,94.822,238000.0
0.374,0.5920000000000001,-8.362,0.0275,0.426,0.2,0.4920000000000001,104.957,219693.0
0.463,0.749,-5.817,0.421,0.00158,0.374,0.551,99.296,268069.0
0.581,0.651,-5.617,0.0392,0.143,0.107,0.146,151.959,264600.0
0.5710000000000001,0.665,-6.053,0.0302,0.0107,0.122,0.186,119.939,240707.0
0.523,0.498,-8.902999999999997,0.026,0.655,0.124,0.157,88.061,336827.0
0.743,0.774,-7.697,0.325,0.0262,0.137,0.646,106.082,251200.0
0.116,0.48,-7.977,0.0391,1.7e-05,0.0622,0.489,177.50400000000005,114013.0
0.322,0.585,-5.111,0.0296,0.382,0.134,0.427,76.645,199467.0
0.6629999999999999,0.594,-17.861,0.953,0.809,0.399,0.291,79.656,91253.0
0.643,0.98,-6.171,0.0623,0.0118,0.642,0.6859999999999999,94.819,246627.0
0.481,0.786,-5.654,0.0288,0.0538,0.0759,0.389,153.105,253640.0
0.433,0.417,-6.907,0.0241,0.658,0.0981,0.264,91.724,242053.0
0.521,0.904,-4.182,0.0884,0.00731,0.387,0.263,115.961,340800.0
0.31,0.663,-6.075,0.101,0.443,0.609,0.407,172.768,239400.0
0.521,0.625,-7.47,0.067,0.0301,0.121,0.136,101.019,334067.0
0.566,0.887,-3.583,0.034,0.137,0.081,0.704,109.806,224400.0
0.172,0.284,-12.67,0.0344,0.669,0.146,0.0358,72.773,99107.0
0.755,0.713,-4.753,0.15,0.151,0.269,0.741,151.047,206093.0
0.8370000000000001,0.721,-5.0360000000000005,0.202,0.121,0.4,0.922,136.951,230533.0
0.77,0.491,-11.422,0.0271,0.476,0.0508,0.625,100.015,254427.0
0.545,0.61,-6.396,0.027,0.355,0.18,0.415,89.924,236267.0
0.371,0.666,-3.336,0.0301,0.244,0.151,0.449,185.476,238440.0
0.374,0.959,-4.695,0.14,0.000187,0.081,0.375,183.66,259507.0
0.561,0.897,-3.974,0.0306,0.00318,0.248,0.599,103.461,255160.0
0.325,0.8490000000000001,-5.175,0.0531,0.638,0.352,0.408,99.967,219893.0
0.755,0.381,-6.696,0.0711,0.291,0.0974,0.695,73.108,263507.0
0.624,0.915,-2.627,0.0364,0.141,0.386,0.815,108.046,184160.0
0.544,0.169,-17.224,0.0283,0.272,0.0831,0.39,98.649,213560.0
0.935,0.781,-5.795,0.197,0.0158,0.164,0.918,123.894,226160.0
0.501,0.42,-12.017,0.036,0.457,0.189,0.8109999999999999,113.563,257827.0
0.56,0.958,-3.245,0.0412,0.0016,0.0643,0.961,129.984,190987.0
0.7,0.774,-4.983,0.0466,0.2,0.404,0.652,90.0,250707.0
0.468,0.277,-16.553,0.047,0.863,0.166,0.959,185.805,109960.0
0.656,0.802,-3.244,0.0369,0.566,0.13,0.796,121.933,177307.0
0.399,0.7120000000000001,-5.235,0.0391,0.0307,0.0996,0.193,143.977,269933.0
0.693,0.873,-4.587,0.0588,0.00309,0.495,0.816,127.857,241933.0
0.514,0.679,-6.117,0.0273,0.0255,0.0594,0.496,164.109,210233.0
0.906,0.584,-7.72,0.316,0.0576,0.128,0.831,129.055,292373.0
0.875,0.843,-3.292,0.246,0.0299,0.0552,0.586,136.974,211480.0
0.704,0.854,-5.477,0.183,0.0185,0.148,0.688,92.988,242587.0
0.826,0.741,-5.318,0.296,0.207,0.0863,0.655,87.889,91573.0
0.647,0.49,-5.044,0.0288,0.676,0.231,0.298,132.336,204067.0
0.5539999999999999,0.792,-4.34,0.0381,0.0651,0.0904,0.687,176.08700000000005,201120.0
0.727,0.83,-8.699,0.125,0.0286,0.145,0.59,97.602,229800.0
0.657,0.629,-4.938,0.0782,0.194,0.254,0.726,93.985,266893.0
0.503,0.827,-4.046,0.0553,0.0723,0.126,0.376,161.834,204387.0
0.539,0.985,-11.592,0.911,0.38,0.7190000000000001,0.03,99.04,80107.0
0.769,0.732,-5.99,0.1,0.198,0.308,0.858,92.228,195267.0
0.289,0.292,-11.991,0.048,0.491,0.255,0.491,185.425,190000.0
0.287,0.726,-4.862,0.03,0.0027,0.0891,0.399,144.947,256533.0
0.865,0.877,-6.339,0.239,0.106,0.597,0.942,100.177,214893.0
0.636,0.772,-8.139,0.0428,0.185,0.413,0.9,137.971,322387.0
0.648,0.622,-6.063,0.0428,0.00152,0.109,0.51,88.684,278067.0
0.758,0.739,-4.429,0.0405,0.0281,0.0439,0.848,108.995,238773.0
0.452,0.8170000000000001,-2.27,0.273,0.00383,0.138,0.867,161.362,91227.0
0.821,0.639,-6.249,0.423,0.172,0.755,0.549,87.021,248920.0
0.727,0.515,-6.553,0.0289,0.24,0.13,0.696,89.488,262227.0
0.608,0.728,-5.49,0.0675,0.193,0.166,0.889,151.816,160013.0
0.535,0.951,-3.324,0.18,0.00777,0.0669,0.723,160.102,175373.0
0.56,0.41,-7.214,0.0259,0.482,0.119,0.187,131.915,222280.0
0.647,0.725,-12.066,0.059,0.618,0.5579999999999999,0.918,98.787,547422.0
0.471,0.418,-11.678,0.0967,0.904,0.111,0.613,203.696,160267.0
0.835,0.757,-5.029,0.23,0.00647,0.29,0.626,82.038,274387.0
0.803,0.454,-4.802,0.0294,0.352,0.0655,0.739,99.99,192213.0
0.637,0.682,-4.632,0.0291,0.376,0.17,0.541,81.016,158707.0
0.289,0.716,-6.53,0.106,0.0407,0.135,0.344,168.049,217000.0
0.559,0.84,-3.997,0.0321,0.0101,0.333,0.77,105.943,200600.0
0.573,0.452,-8.219,0.0279,0.0431,0.111,0.314,125.991,230440.0
0.802,0.552,-4.796,0.0503,0.0492,0.0224,0.601,105.481,214560.0
0.794,0.569,-8.057,0.0371,0.663,0.0898,0.706,92.915,238813.0
0.742,0.515,-6.265,0.0405,0.081,0.194,0.587,120.086,280707.0
0.789,0.654,-5.284,0.118,0.035,0.0658,0.83,104.993,270884.0
0.333,0.958,-3.09,0.106,0.00734,0.8959999999999999,0.517,175.97400000000005,241733.0
0.7190000000000001,0.304,-14.511,0.143,0.7340000000000001,0.363,0.955,106.343,99547.0
0.666,0.7,-6.083,0.0267,0.131,0.254,0.644,104.021,224107.0
0.573,0.906,-2.408,0.325,0.229,0.183,0.775,110.64,270733.0
0.632,0.785,-7.336,0.101,0.00972,0.0676,0.786,83.94,202413.0
0.341,0.94,-5.515,0.0581,0.0451,0.92,0.511,109.012,586107.0
0.391,0.311,-17.957,0.181,0.278,0.125,0.0307,61.09,80248.0
0.625,0.302,-14.969,0.0541,0.985,0.104,0.857,88.495,157680.0
0.503,0.55,-7.4929999999999986,0.0342,0.011,0.487,0.333,123.033,193027.0
0.6940000000000001,0.732,-7.188,0.138,0.176,0.648,0.481,95.757,196013.0
0.795,0.745,-6.783,0.237,0.218,0.0916,0.88,76.134,273027.0
0.213,0.1,-13.714,0.053,0.983,0.143,0.178,189.56,142053.0
0.63,0.825,-4.683,0.0447,0.0622,0.215,0.285,120.829,217667.0
0.471,0.936,-3.354,0.0448,0.0783,0.171,0.45,89.881,208186.0
0.62,0.665,-12.83,0.6659999999999999,0.536,0.379,0.7559999999999999,87.619,87240.0
0.553,0.789,-4.355,0.0256,0.0122,0.0918,0.491,104.979,193240.0
0.787,0.705,-6.393,0.0647,0.0268,0.0805,0.8340000000000001,104.49,178560.0
0.854,0.543,-6.166,0.0844,0.0402,0.0419,0.868,103.032,243733.0
0.422,0.611,-9.538,0.0685,0.8540000000000001,0.353,0.872,165.86,127853.0
0.476,0.736,-5.38,0.0343,0.0217,0.203,0.251,129.084,261853.0
0.516,0.874,-2.571,0.186,0.0864,0.173,0.391,169.561,297520.0
0.717,0.597,-7.83,0.189,0.292,0.128,0.566,95.018,234853.0
0.534,0.759,-8.361,0.0649,2.380000000000001e-05,0.302,0.1669999999999999,92.145,234109.0
0.635,0.8,-6.075,0.0339,0.000284,0.0627,0.283,93.06,247680.0
0.745,0.947,-5.113,0.331,0.252,0.342,0.679,121.037,296640.0
0.562,0.5760000000000001,-8.939,0.043,0.0148,0.878,0.292,62.514,303533.0
0.803,0.83,-4.636,0.0356,0.0144,0.103,0.935,111.033,166053.0
0.579,0.955,-4.252,0.0536,0.0161,0.131,0.816,99.869,187053.0
0.584,0.6659999999999999,-6.874,0.0337,0.0289,0.135,0.616,109.992,208000.0
0.859,0.658,-4.481,0.192,0.0326,0.0651,0.538,98.989,255267.0
0.641,0.72,-5.209,0.0336,0.0688,0.193,0.418,92.988,275027.0
0.7,0.508,-7.32,0.0577,0.189,0.0938,0.464,139.974,223693.0
0.579,0.8170000000000001,-3.756,0.348,0.00287,0.326,0.326,82.086,115493.0
0.256,0.263,-15.292,0.0573,0.995,0.0971,0.039,132.092,53004.0
0.5660000000000001,0.0703,-21.919,0.0452,0.992,0.11,0.0785,122.274,291640.0
0.739,0.828,-5.079,0.219,0.211,0.0954,0.745,168.091,314440.0
0.935,0.608,-7.2360000000000015,0.085,0.00155,0.342,0.0664,101.992,265440.0
0.392,0.743,-5.819,0.278,0.273,0.6609999999999999,0.659,83.811,188250.0
0.649,0.445,-7.13,0.029,0.134,0.116,0.335,123.767,281867.0
0.727,0.736,-6.203,0.0615,0.0743,0.0347,0.687,85.1,256000.0
0.695,0.847,-2.118,0.061,0.105,0.102,0.68,98.003,215027.0
0.3,0.627,-6.039,0.0343,0.0154,0.0855,0.165,77.906,300467.0
0.789,0.881,-5.758,0.0331,0.108,0.355,0.647,133.301,236600.0
0.39,0.965,-3.38,0.119,0.0181,0.583,0.195,168.006,181307.0
0.793,0.832,-4.862,0.0406,0.236,0.202,0.872,107.661,196160.0
0.546,0.864,-3.893,0.0475,5.9e-05,0.304,0.274,93.022,244493.0
0.173,0.311,-15.559,0.0331,0.649,0.186,0.1689999999999999,65.975,126413.0
0.58,0.604,-5.703,0.047,0.000218,0.477,0.645,167.784,263440.0
0.693,0.34,-9.867,0.957,0.518,0.281,0.295,78.352,360079.0
0.758,0.606,-6.444,0.0325,0.282,0.144,0.361,107.95,239947.0
0.863,0.611,-5.653,0.35,0.0801,0.101,0.758,91.014,233453.0
0.49,0.547,-7.6110000000000015,0.0317,0.557,0.1,0.258,95.984,262240.0
0.584,0.408,-20.784,0.256,0.62,0.126,0.598,115.043,61680.0
0.802,0.746,-16.345,0.0401,0.00413,0.147,0.879,128.003,849520.0
0.451,0.973,-2.611,0.0514,0.00428,0.0924,0.628,151.885,225880.0
0.135,0.0106,-36.592,0.0426,0.994,0.115,0.0276,65.851,321493.0
0.413,0.942,-2.871,0.0453,0.0783,0.689,0.759,123.085,215000.0
0.592,0.515,-6.486,0.0299,0.458,0.116,0.269,141.949,218453.0
0.774,0.81,-5.296,0.176,0.0191,0.195,0.938,170.08,237400.0
0.414,0.738,-6.504,0.242,0.117,0.103,0.658,154.43,345347.0
0.698,0.29,-21.588,0.916,0.0522,0.184,0.39,109.464,126000.0
0.643,0.93,0.069,0.134,0.345,0.0702,0.662,119.988,234214.0
0.484,0.125,-19.549,0.0353,0.867,0.389,0.601,114.19,117907.0
0.37,0.807,-7.218,0.0509,0.00413,0.112,0.392,150.977,256787.0
0.286,0.489,-11.265999999999998,0.0511,0.852,0.721,0.109,110.497,379907.0
0.753,0.881,-5.063,0.0688,0.0909,0.173,0.808,140.007,243280.0
0.1639999999999999,0.999,-9.489,0.107,0.000516,0.0907,0.0145,152.727,329387.0
0.6709999999999999,0.787,-5.2170000000000005,0.0545,0.35,0.105,0.447,120.032,306240.0
0.675,0.781,-6.035,0.28,0.00689,0.319,0.536,78.009,267520.0
0.241,0.508,-9.791,0.0275,0.0362,0.167,0.0445,140.627,321293.0
0.557,0.936,-3.694,0.0681,0.0195,0.305,0.841,149.954,229400.0
0.4970000000000001,0.857,-3.313,0.0649,0.0622,0.0495,0.619,167.142,223813.0
0.538,0.677,-6.099,0.187,0.00541,0.236,0.913,132.346,214200.0
0.6970000000000001,0.93,-6.263,0.0995,0.0522,0.257,0.87,120.009,270950.0
0.812,0.94,-5.489,0.0671,0.162,0.135,0.679,108.063,266253.0
0.47,0.6759999999999999,-7.686,0.107,0.369,0.143,0.7809999999999999,95.716,239640.0
0.705,0.721,-7.083,0.19,0.0316,0.248,0.819,159.98,268413.0
0.359,0.735,-5.761,0.0571,0.00156,0.166,0.277,106.666,180760.0
0.665,0.893,-7.522,0.0386,0.000105,0.0382,0.8859999999999999,135.004,529600.0
0.64,0.849,-3.994,0.357,0.354,0.587,0.666,163.925,238573.0
0.819,0.485,-6.45,0.0756,0.0176,0.658,0.386,96.998,276787.0
0.556,0.913,-2.36,0.0437,0.0193,0.346,0.73,96.184,282160.0
0.559,0.972,-3.524,0.0639,0.0198,0.393,0.919,82.336,183400.0
0.843,0.553,-3.198,0.437,0.236,0.0523,0.63,93.383,258733.0
0.662,0.693,-4.298,0.0698,0.134,0.145,0.655,86.009,252120.0
0.706,0.443,-6.757999999999999,0.0385,0.66,0.112,0.923,148.175,162853.0
0.492,0.685,-6.046,0.035,0.141,0.389,0.376,172.115,232267.0
0.615,0.76,-8.082,0.0761,0.0701,0.12,0.743,171.951,296720.0
0.803,0.749,-5.953,0.219,0.0615,0.0694,0.901,81.503,286333.0
0.703,0.639,-6.183,0.281,0.299,0.139,0.893,87.908,247600.0
0.458,0.719,-3.921,0.0323,0.189,0.228,0.168,142.032,240493.0
0.715,0.665,-7.736,0.0502,0.0996,0.224,0.84,78.502,204733.0
0.583,0.7390000000000001,-3.938,0.442,0.0967,0.0878,0.579,92.262,205867.0
0.711,0.21,-18.878,0.96,0.6890000000000001,0.2,0.346,127.222,337908.0
0.674,0.623,-5.97,0.0283,0.00408,0.0488,0.452,126.547,206733.0
0.574,0.949,-2.799,0.0383,0.00881,0.277,0.755,114.271,208933.0
0.6990000000000001,0.779,-12.282,0.151,0.0847,0.0956,0.916,87.865,165550.0
0.6659999999999999,0.925,-4.879,0.0625,0.228,0.915,0.7709999999999999,103.265,225827.0
0.578,0.752,-5.264,0.033,0.0275,0.125,0.405,149.689,183307.0
0.366,0.847,-5.216,0.035,2.64e-05,0.228,0.606,166.17,260680.0
0.524,0.878,-3.108,0.0346,0.0012,0.098,0.59,130.989,199187.0
0.671,0.921,-5.003,0.0548,0.00675,0.109,0.755,140.0,278067.0
0.67,0.626,-11.736,0.835,0.698,0.768,0.593,102.037,83560.0
0.4320000000000001,0.217,-14.454,0.034,0.967,0.191,0.275,78.577,252933.0
0.542,0.54,-9.016,0.124,0.411,0.108,0.951,157.502,108278.0
0.509,0.538,-6.835,0.0379,0.306,0.091,0.284,170.111,240600.0
0.545,0.796,-2.762,0.406,0.0467,0.165,0.629,166.122,231987.0
0.7859999999999999,0.98,-1.967,0.037,0.0238,0.0709,0.884,120.001,198103.0
0.6779999999999999,0.213,-20.982,0.962,0.596,0.213,0.32,146.257,289490.0
0.8,0.502,-6.062,0.0371,0.00167,0.0784,0.388,115.091,289760.0
0.831,0.79,-4.714,0.165,0.0024,0.0515,0.791,93.14,262827.0
0.562,0.451,-7.799,0.0266,0.419,0.104,0.277,132.949,240960.0
0.611,0.642,-12.54,0.921,0.75,0.936,0.564,98.388,93893.0
0.747,0.878,-3.533,0.0282,0.343,0.0872,0.557,106.004,208333.0
0.7040000000000001,0.804,-2.18,0.0356,0.0174,0.101,0.795,89.973,165613.0
0.784,0.805,-5.399,0.155,0.18,0.642,0.815,144.976,306080.0
0.675,0.837,-5.105,0.0354,0.103,0.123,0.888,112.53,219973.0
0.736,0.233,-20.98,0.95,0.5660000000000001,0.181,0.655,105.332,123800.0
0.75,0.888,-4.524,0.0426,0.0147,0.0759,0.935,115.973,189307.0
0.76,0.268,-20.31900000000001,0.944,0.509,0.213,0.391,80.274,75560.0
0.675,0.56,-5.651,0.029,0.0285,0.1,0.603,142.017,311533.0
0.705,0.467,-8.456,0.0298,0.236,0.113,0.522,119.938,259693.0
0.396,0.982,-2.784,0.101,0.0778,0.0985,0.748,87.645,183250.0
0.118,0.905,-6.625,0.0656,0.000488,0.307,0.127,150.116,380749.0
0.427,0.843,-4.54,0.0364,0.00216,0.179,0.304,147.387,200480.0
0.489,0.955,-2.771,0.0363,3.83e-05,0.334,0.815,129.352,186173.0
0.728,0.513,-9.631,0.0272,0.447,0.121,0.501,106.094,309667.0
0.649,0.831,-4.677,0.0458,0.0107,0.0979,0.961,91.988,215733.0
0.394,0.8109999999999999,-8.681000000000001,0.0335,0.000371,0.198,0.461,94.73,327470.0
0.615,0.898,-5.85,0.0416,0.0971,0.758,0.485,140.117,125493.0
0.398,0.953,-4.471,0.0697,6.85e-06,0.15,0.5720000000000001,106.952,225627.0
0.718,0.798,-4.309,0.0584,0.00447,0.064,0.816,100.031,228893.0
0.523,0.668,-6.646,0.0332,0.0607,0.0353,0.278,128.092,272720.0
0.383,0.26,-13.289,0.0354,0.99,0.114,0.518,107.801,190920.0
0.606,0.75,-4.535,0.0306,0.00264,0.321,0.771,126.316,225867.0
0.759,0.675,-5.148,0.313,0.228,0.15,0.328,89.642,205560.0
0.713,0.772,-6.69,0.0372,0.208,0.211,0.88,125.202,230133.0
0.678,0.866,-4.341,0.048,0.00295,0.16,0.842,88.041,225573.0
0.829,0.755,-6.588,0.11,0.338,0.0496,0.962,116.455,202667.0
0.837,0.697,-5.955,0.299,0.0108,0.377,0.631,97.927,191920.0
0.73,0.464,-11.559,0.0924,0.637,0.502,0.536,103.018,34440.0
0.958,0.762,-8.152000000000001,0.348,0.00594,0.105,0.218,130.03,253389.0
0.617,0.57,-5.562,0.0302,0.00847,0.0985,0.395,111.846,218147.0
0.335,0.151,-21.886,0.0418,0.984,0.13,0.0989,110.119,684307.0
0.577,0.756,-5.82,0.115,0.159,0.249,0.663,176.75,201173.0
0.82,0.7040000000000001,-4.387,0.0989,0.0221,0.3,0.64,124.642,181640.0
0.684,0.339,-18.263,0.949,0.217,0.386,0.473,77.417,178368.0
0.6920000000000001,0.188,-14.197,0.0736,0.531,0.36,0.426,83.88,86653.0
0.698,0.628,-6.359,0.0336,0.182,0.0736,0.669,126.394,212200.0
0.493,0.679,-4.438,0.0337,0.227,0.32,0.448,160.106,238893.0
0.471,0.846,-3.632,0.0416,0.00209,0.126,0.255,116.469,242600.0
0.469,0.941,-4.645,0.8320000000000001,0.77,0.695,0.763,94.921,305467.0
0.664,0.6629999999999999,-4.765,0.0475,0.809,0.145,0.893,135.47899999999998,208693.0
0.625,0.383,-11.542,0.0805,0.324,0.136,0.631,80.536,263107.0
0.446,0.926,-4.471,0.0524,0.000109,0.131,0.787,170.2,280080.0
0.742,0.477,-4.403,0.0379,0.0722,0.0911,0.594,95.19,199840.0
0.676,0.878,-3.66,0.148,0.0587,0.509,0.533,105.014,213440.0
0.687,0.5660000000000001,-11.269,0.051,0.000208,0.202,0.328,101.017,180037.0
0.335,0.3229999999999999,-9.198,0.0308,0.792,0.182,0.585,169.88099999999997,196293.0
0.64,0.822,-4.954,0.041,0.42,0.144,0.395,141.054,199773.0
0.645,0.537,-12.819,0.7090000000000001,0.131,0.162,0.789,71.889,206707.0
