danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms
0.397,0.74,-6.584,0.143,0.105,0.15,0.431,174.039,229347.0
0.527,0.976,-3.985,0.0645,0.000785,0.141,0.269,131.792,260867.0
0.223,0.406,-14.605,0.0417,0.525,0.245,0.124,155.52200000000005,207067.0
0.301,0.295,-9.133,0.038,0.338,0.11,0.224,96.7,195453.0
0.6890000000000001,0.805,-8.496,0.058,0.485,0.142,0.8340000000000001,135.528,321427.0
0.839,0.508,-6.182,0.0879,0.00974,0.0962,0.559,82.027,250627.0
0.674,0.646,-5.876,0.027,0.486,0.262,0.613,148.1,209320.0
0.782,0.48,-12.113,0.361,0.00772,0.0951,0.634,90.688,245827.0
0.541,0.841,-4.989,0.321,0.149,0.285,0.347,84.178,140093.0
0.736,0.655,-8.832,0.294,0.289,0.246,0.851,178.93599999999995,294027.0
0.79,0.647,-5.983,0.136,0.0515,0.248,0.654,87.999,211000.0
0.815,0.662,-8.244,0.199,0.0915,0.0898,0.611,151.518,248493.0
0.716,0.366,-17.973,0.93,0.513,0.395,0.648,126.439,132800.0
0.601,0.8859999999999999,-7.816,0.0596,0.649,0.6559999999999999,0.7509999999999999,164.037,137960.0
0.765,0.666,-5.384,0.172,0.102,0.116,0.756,87.002,273360.0
0.633,0.84,-4.132,0.509,0.155,0.644,0.64,81.01100000000002,76604.0
0.621,0.874,-2.823,0.0338,0.151,0.287,0.712,97.079,185493.0
0.592,0.795,-6.13,0.0291,0.0504,0.0852,0.705,157.067,217947.0
0.743,0.948,-4.445,0.0893,0.122,0.112,0.614,130.024,312987.0
0.636,0.593,-12.563,0.885,0.395,0.356,0.541,100.906,114600.0
0.893,0.747,-4.47,0.0884,0.0951,0.0976,0.86,92.029,256053.0
0.727,0.672,-5.052,0.0354,0.15,0.411,0.904,119.434,341453.0
0.526,0.781,-3.673,0.0369,0.0613,0.121,0.358,142.06,284707.0
0.795,0.523,-7.165,0.0423,0.061,0.0914,0.855,133.024,186067.0
0.791,0.713,-3.742,0.254,0.0163,0.189,0.514,130.012,192573.0
0.2,0.176,-17.057000000000002,0.0361,0.893,0.106,0.0879,90.611,169000.0
0.7170000000000001,0.9,-5.6610000000000005,0.0314,0.017,0.066,0.985,151.911,165053.0
0.473,0.923,-8.603,0.0382,3.12e-05,0.171,0.125,133.773,389280.0
0.705,0.555,-8.488,0.0238,0.449,0.254,0.487,104.501,201760.0
0.494,0.8809999999999999,-4.773,0.037,0.0111,0.104,0.623,160.942,239467.0
0.576,0.496,-6.716,0.0264,0.0355,0.162,0.236,77.006,255387.0
0.793,0.781,-4.277,0.186,0.00459,0.0846,0.883,123.996,245055.0
0.657,0.794,-6.332999999999998,0.0402,0.00103,0.0596,0.7290000000000001,91.603,264000.0
0.653,0.865,-6.395,0.0325,0.0075,0.0629,0.828,116.966,227733.0
0.8029999999999999,0.601,-8.942,0.0656,0.000375,0.0771,0.563,127.988,510005.0
0.57,0.664,-4.997,0.0283,0.0328,0.0673,0.214,121.316,265800.0
0.735,0.74,-8.927,0.0334,0.143,0.116,0.8109999999999999,139.65200000000002,210787.0
0.439,0.335,-10.794,0.0356,0.914,0.0661,0.306,80.082,79040.0
0.815,0.132,-9.675,0.0924,0.977,0.1639999999999999,0.736,113.286,136800.0
0.845,0.467,-7.674,0.138,0.0586,0.0694,0.702,138.007,211200.0
0.5489999999999999,0.459,-8.639,0.101,0.458,0.113,0.69,188.151,281880.0
0.756,0.612,-4.371,0.0317,0.0659,0.274,0.452,111.572,218400.0
0.568,0.979,-4.609,0.0432,0.00503,0.152,0.276,143.96,209989.0
0.526,0.713,-9.041,0.954,0.636,0.348,0.6920000000000001,81.53399999999998,1267040.0
0.5820000000000001,0.609,-6.747999999999998,0.0271,0.48,0.158,0.664,105.982,239333.0
0.507,0.441,-16.722,0.585,0.283,0.351,0.262,105.198,744413.0
0.634,0.849,-7.075,0.105,0.0438,0.363,0.919,156.004,175493.0
0.276,0.728,-7.976,0.0782,0.00475,0.131,0.459,87.227,177181.0
0.389,0.449,-5.826,0.027,0.492,0.102,0.328,68.94,221453.0
0.719,0.863,-4.148,0.435,0.414,0.147,0.765,87.579,239933.0
0.468,0.977,-4.048,0.119,0.00129,0.972,0.344,129.955,334587.0
0.55,0.865,-4.511,0.127,0.255,0.103,0.7070000000000001,114.952,266307.0
0.843,0.273,-13.636,0.0379,0.885,0.108,0.208,90.00399999999998,218093.0
0.315,0.751,-5.74,0.0517,0.0041,0.0984,0.272,119.566,228880.0
0.599,0.791,-5.987,0.294,0.006,0.0552,0.708,97.628,238376.0
0.5,0.644,-6.682,0.293,0.629,0.861,0.687,134.441,213880.0
0.399,0.802,-7.869,0.35,0.0273,0.187,0.437,87.818,320973.0
0.5710000000000001,0.905,-4.271,0.4,0.271,0.207,0.888,103.899,77574.0
0.525,0.481,-6.715,0.0251,0.302,0.121,0.237,75.974,289000.0
0.572,0.822,-6.015,0.361,0.207,0.359,0.472,94.812,289000.0
0.679,0.736,-5.954,0.026,0.0572,0.139,0.664,109.444,212027.0
0.555,0.893,-3.521,0.0952,0.0505,0.0688,0.762,169.966,205733.0
0.643,0.954,-7.629,0.234,0.0195,0.463,0.599,94.951,65333.0
0.474,0.959,-3.865,0.0748,0.000272,0.282,0.721,147.007,207347.0
0.649,0.78,-7.537000000000001,0.0715,0.121,0.101,0.8220000000000001,162.094,210653.0
0.666,0.854,-8.442,0.0565,0.0044,0.313,0.748,136.954,215246.0
0.505,0.876,-6.107,0.0772,0.00375,0.138,0.443,93.841,235107.0
0.444,0.484,-8.311,0.0289,0.12,0.135,0.263,147.715,279867.0
0.23,0.492,-5.767,0.0317,0.568,0.176,0.262,160.139,256613.0
0.669,0.782,-4.352,0.126,0.436,0.0424,0.953,90.088,253360.0
0.5579999999999999,0.951,-3.326,0.11,0.00191,0.0806,0.848,90.036,163707.0
0.568,0.723,-5.439,0.0302,0.108,0.183,0.449,134.001,234213.0
0.139,0.962,-5.627999999999999,0.129,1.28e-05,0.0925,0.115,172.269,328693.0
0.647,0.6920000000000001,-6.563,0.0451,7.290000000000001e-05,0.112,0.0317,124.997,708480.0
0.705,0.657,-12.834,0.95,0.6990000000000001,0.6779999999999999,0.471,85.07600000000002,88773.0
0.472,0.532,-5.882,0.0319,0.586,0.106,0.152,129.777,257360.0
0.299,0.0253,-27.048,0.0579,0.994,0.057,0.0396,132.202,212933.0
0.727,0.351,-10.668,0.0406,0.8109999999999999,0.0834,0.602,137.901,325960.0
0.618,0.362,-16.235,0.899,0.85,0.457,0.532,60.238,75320.0
0.433,0.931,-4.178,0.0881,0.000456,0.0723,0.544,93.346,358280.0
0.488,0.855,-3.417,0.0399,0.287,0.132,0.799,148.971,231467.0
0.623,0.59,-8.98,0.0266,0.209,0.0993,0.55,103.025,244240.0
0.622,0.443,-5.949,0.0359,0.498,0.496,0.5660000000000001,128.24,182667.0
0.629,0.655,-3.798,0.0302,0.103,0.12,0.764,76.7,188640.0
0.503,0.638,-5.851,0.132,0.0312,0.122,0.196,108.322,311600.0
0.495,0.488,-7.477,0.0309,0.125,0.189,0.237,72.064,271773.0
0.521,0.848,-3.396,0.065,0.0204,0.081,0.297,158.739,187133.0
0.7120000000000001,0.8320000000000001,-6.263,0.0536,0.0197,0.123,0.852,126.999,243307.0
0.677,0.77,-4.245,0.0255,0.00717,0.0425,0.686,105.009,262867.0
0.717,0.85,-5.329,0.0473,0.368,0.0495,0.805,119.005,204000.0
0.525,0.956,-6.36,0.0338,0.00184,0.349,0.545,142.02100000000004,197462.0
0.267,0.369,-8.376,0.0299,0.512,0.878,0.0883,114.962,856040.0
0.777,0.82,-3.211,0.0471,0.00505,0.142,0.651,119.987,208133.0
0.569,0.147,-13.431,0.374,0.877,0.403,0.162,136.11700000000002,119014.0
0.5760000000000001,0.6,-9.272,0.0265,0.0888,0.0585,0.435,94.989,261504.0
0.683,0.748,-6.981,0.0366,0.373,0.06,0.828,132.486,257200.0
0.686,0.603,-6.112,0.202,0.0981,0.102,0.778,133.034,267627.0
0.597,0.789,-7.817,0.0269,0.35,0.901,0.544,110.002,319636.0
0.299,0.69,-7.079,0.0575,0.595,0.142,0.308,123.179,259787.0
0.7190000000000001,0.7659999999999999,-6.525,0.0542,0.797,0.059,0.899,171.692,333747.0
0.6459999999999999,0.255,-11.929,0.0327,0.83,0.219,0.608,101.013,184626.0
0.58,0.624,-4.779,0.0567,0.0727,0.124,0.644,99.629,235787.0
0.534,0.8340000000000001,-3.179,0.044,0.0194,0.0909,0.489,145.967,238293.0
0.708,0.596,-14.873,0.951,0.76,0.6679999999999999,0.6829999999999999,61.9,74640.0
0.877,0.63,-5.974,0.0871,0.00418,0.0759,0.695,161.978,278867.0
0.718,0.663,-5.154,0.19,0.013,0.0631,0.488,95.728,242000.0
0.451,0.951,-3.754,0.0645,0.00038,0.261,0.442,162.065,213933.0
0.674,0.177,-20.022,0.962,0.7509999999999999,0.21,0.319,90.522,261677.0
0.51,0.417,-7.583,0.0263,0.111,0.116,0.145,148.01,276453.0
0.622,0.377,-17.827,0.914,0.472,0.233,0.601,94.792,386467.0
0.532,0.935,-4.798,0.0619,0.00133,0.106,0.309,128.025,241960.0
0.582,0.542,-10.041,0.0294,0.396,0.123,0.45,90.918,235427.0
0.73,0.555,-5.979,0.703,0.7709999999999999,0.389,0.7829999999999999,104.352,161200.0
0.567,0.795,-4.985,0.134,0.0938,0.114,0.635,170.06,187613.0
0.43,0.952,-3.282,0.0449,0.0106,0.906,0.424,99.102,218453.0
0.7979999999999999,0.624,-7.072,0.0329,0.00675,0.3,0.282,122.019,225587.0
0.544,0.6990000000000001,-10.225,0.0297,0.0167,0.172,0.424,130.187,279693.0
0.861,0.519,-6.404,0.112,0.136,0.123,0.519,81.966,254533.0
0.507,0.843,-3.421,0.108,0.274,0.295,0.504,193.708,182613.0
0.578,0.937,-3.926,0.0724,0.000963,0.4,0.769,137.937,239827.0
0.73,0.654,-6.822,0.152,0.545,0.474,0.759,90.143,225053.0
0.555,0.692,-4.767,0.0277,0.0864,0.232,0.313,88.995,222360.0
0.703,0.34,-13.366,0.081,0.929,0.209,0.65,87.074,173867.0
0.672,0.623,-5.699,0.0297,0.241,0.0848,0.617,92.018,215173.0
0.757,0.78,-5.038,0.319,0.0811,0.113,0.59,97.917,232507.0
0.366,0.932,-4.988,0.0648,5.260000000000001e-05,0.201,0.685,174.83,202173.0
0.425,0.892,-5.956,0.0567,0.072,0.207,0.263,140.07,193040.0
0.686,0.306,-12.811,0.0256,0.759,0.108,0.192,83.849,207573.0
0.595,0.278,-15.88,0.556,0.253,0.102,0.428,104.882,83387.0
0.639,0.225,-11.755999999999998,0.0327,0.956,0.15,0.579,123.548,186053.0
0.858,0.838,-7.445,0.063,0.354,0.305,0.879,107.218,192784.0
0.748,0.841,-10.329,0.349,0.43,0.939,0.779,133.826,192773.0
0.669,0.592,-4.628,0.0317,0.166,0.114,0.51,75.938,237667.0
0.739,0.341,-9.971,0.0378,0.525,0.072,0.231,80.958,266000.0
0.647,0.746,-10.597,0.0437,0.195,0.0271,0.946,98.991,246267.0
0.375,0.422,-9.197,0.0322,0.665,0.7020000000000001,0.0886,133.05100000000002,364800.0
0.865,0.844,-4.946,0.311,0.0582,0.373,0.755,150.09,205120.0
0.741,0.8290000000000001,-5.674,0.0365,0.3670000000000001,0.0865,0.8390000000000001,143.963,173040.0
0.617,0.892,-1.6469999999999998,0.0305,0.0235,0.0768,0.598,106.129,264973.0
0.349,0.34,-13.511,0.0427,0.983,0.127,0.324,133.429,180200.0
0.614,0.345,-16.768,0.0431,0.952,0.316,0.8959999999999999,117.579,190080.0
0.753,0.3670000000000001,-17.703,0.825,0.0478,0.184,0.764,91.145,91120.0
0.687,0.584,-6.493,0.0326,0.0231,0.146,0.524,123.956,165000.0
0.478,0.128,-19.845,0.051,0.914,0.108,0.388,110.53,146267.0
0.797,0.88,-3.0380000000000003,0.0431,0.117,0.0399,0.916,136.005,190290.0
0.281,0.779,-5.104,0.0514,0.0437,0.37,0.344,167.172,239173.0
0.491,0.776,-3.887,0.0393,0.314,0.146,0.428,154.988,202547.0
0.366,0.94,-5.119,0.0696,0.000769,0.188,0.369,130.198,255627.0
0.64,0.679,-6.604,0.049,0.414,0.0558,0.82,89.961,202587.0
0.726,0.799,-5.082,0.173,0.49,0.14,0.867,100.069,203760.0
0.547,0.485,-5.368,0.0292,0.467,0.0736,0.243,145.057,202520.0
0.541,0.5529999999999999,-7.637,0.108,0.479,0.436,0.591,160.017,219089.0
0.472,0.764,-7.249,0.0578,0.139,0.152,0.489,160.08,262667.0
0.818,0.6709999999999999,-7.351,0.0381,0.376,0.0971,0.6990000000000001,112.994,242373.0
0.496,0.231,-12.526,0.0253,0.926,0.116,0.1,90.07,234000.0
0.827,0.744,-6.839,0.411,0.306,0.126,0.805,95.929,131107.0
0.649,0.871,-6.689,0.0272,0.0106,0.182,0.77,130.0,248280.0
0.65,0.501,-6.905,0.0963,0.582,0.112,0.374,127.984,232533.0
0.851,0.715,-6.662000000000001,0.0929,0.0177,0.0819999999999999,0.516,112.957,228716.0
0.412,0.6509999999999999,-7.645,0.291,0.129,0.0811,0.357,87.227,245093.0
0.277,0.921,-4.99,0.116,0.00054,0.121,0.403,122.554,234600.0
0.653,0.77,-6.091,0.0353,0.00342,0.0887,0.272,137.616,321293.0
0.696,0.503,-9.763,0.0453,0.0055299999999999,0.118,0.398,127.979,229920.0
0.529,0.387,-11.613,0.0363,0.3,0.831,0.32,119.595,268069.0
0.603,0.864,-5.282,0.0677,0.0147,0.0246,0.705,179.344,222533.0
0.58,0.953,-3.856,0.0614,0.00261,0.218,0.673,103.041,276320.0
0.725,0.708,-5.21,0.219,0.152,0.0887,0.585,90.596,280867.0
0.578,0.87,-6.422,0.0323,0.00268,0.0346,0.667,139.992,227133.0
0.638,0.953,-3.491,0.11,0.00635,0.12,0.799,143.849,190933.0
0.7,0.618,-5.903,0.106,0.361,0.101,0.566,83.963,211960.0
0.69,0.424,-15.863,0.0498,0.328,0.696,0.759,97.93,417760.0
0.487,0.862,-6.6610000000000005,0.0775,0.33,0.662,0.87,114.219,377853.0
0.547,0.254,-10.932,0.031,0.898,0.144,0.448,114.965,182733.0
0.708,0.922,-3.899,0.0424,0.0538,0.293,0.702,117.005,188173.0
0.816,0.5,-4.551,0.03,0.0227,0.0733,0.649,124.037,247840.0
0.632,0.89,-5.614,0.0476,0.122,0.111,0.935,161.082,150336.0
0.577,0.349,-7.77,0.0312,0.424,0.134,0.131,123.937,380333.0
0.753,0.335,-13.989,0.253,0.143,0.107,0.7240000000000001,85.99700000000001,210453.0
0.506,0.674,-6.893,0.0701,0.2,0.179,0.711,139.976,302800.0
0.557,0.608,-8.702,0.0377,0.276,0.0718,0.282,159.068,279560.0
0.926,0.916,-2.221,0.0929,0.35,0.0234,0.904,110.007,199853.0
0.845,0.815,-6.428999999999999,0.136,0.21,0.0937,0.97,152.441,230504.0
0.697,0.928,-4.173,0.0423,0.102,0.066,0.722,123.785,218000.0
0.383,0.767,-4.489,0.0446,0.248,0.339,0.625,108.86,182267.0
0.476,0.131,-22.262,0.0385,0.96,0.159,0.453,127.007,202293.0
0.618,0.552,-6.863,0.0981,0.176,0.252,0.586,81.975,242773.0
0.595,0.844,-4.678,0.0331,0.0137,0.234,0.603,127.981,222440.0
0.5579999999999999,0.923,-4.501,0.121,0.000155,0.342,0.467,133.108,201800.0
0.657,0.464,-7.573,0.0614,0.548,0.161,0.598,75.982,227067.0
0.713,0.746,-4.99,0.259,0.0402,0.601,0.47,135.021,299747.0
0.731,0.718,-7.51,0.0672,0.0226,0.0518,0.428,129.053,216520.0
0.375,0.862,-3.363,0.255,0.071,0.211,0.478,159.841,338853.0
0.499,0.373,-8.761000000000001,0.0271,0.397,0.107,0.134,171.80700000000004,270187.0
0.841,0.629,-5.351,0.0442,0.0729,0.0742,0.87,97.963,294867.0
0.867,0.528,-16.755,0.0475,0.0067,0.119,0.8190000000000001,127.976,415280.0
0.6890000000000001,0.807,-4.551,0.0318,0.00258,0.0971,0.8220000000000001,124.278,209213.0
0.7440000000000001,0.442,-9.089,0.0403,0.5429999999999999,0.11,0.942,95.877,97467.0
0.627,0.738,-9.668,0.078,0.117,0.266,0.468,95.204,236947.0
0.692,0.822,-4.315,0.0349,0.00192,0.0819,0.856,120.741,275053.0
0.604,0.605,-8.516,0.0352,0.115,0.305,0.647,147.925,285280.0
0.493,0.935,-2.763,0.0645,0.000316,0.076,0.347,150.085,207173.0
0.526,0.569,-5.786,0.0259,0.185,0.0812,0.357,147.87,234653.0
0.7,0.518,-7.191,0.177,0.0471,0.1,0.542,75.973,258680.0
0.261,0.346,-10.691,0.0333,0.459,0.16,0.121,83.89299999999999,361133.0
0.601,0.7829999999999999,-5.184,0.326,0.133,0.316,0.685,109.201,247040.0
0.645,0.722,-7.756,0.181,0.34,0.279,0.606,174.016,347387.0
0.606,0.699,-3.103,0.0337,0.344,0.0757,0.509,83.699,297960.0
0.541,0.77,-4.17,0.0354,0.00408,0.117,0.215,96.013,280240.0
0.762,0.787,-6.386,0.0465,0.00997,0.0483,0.911,98.014,248133.0
0.705,0.753,-3.114,0.0384,0.0321,0.0655,0.906,128.047,179427.0
0.61,0.883,-4.355,0.0444,0.156,0.29,0.787,167.983,208827.0
0.662,0.403,-8.094,0.0634,0.935,0.111,0.667,104.807,127000.0
0.472,0.588,-8.374,0.0254,0.13,0.151,0.314,75.999,255973.0
0.695,0.945,-6.165,0.0418,0.00341,0.103,0.84,125.013,246427.0
0.82,0.854,-4.153,0.22,0.239,0.359,0.574,102.623,192440.0
0.5539999999999999,0.943,-7.76,0.0467,0.00236,0.089,0.476,139.974,236453.0
0.675,0.538,-6.974,0.199,0.0227,0.0732,0.538,89.861,204493.0
0.607,0.805,-5.579,0.0608,0.00175,0.231,0.232,139.894,202667.0
0.51,0.863,-4.56,0.402,0.155,0.375,0.628,85.599,245827.0
0.7659999999999999,0.925,-7.624,0.0361,0.00373,0.0954,0.15,126.004,553347.0
0.828,0.7709999999999999,-5.924,0.0374,0.101,0.0953,0.792,133.509,241640.0
0.443,0.996,-3.588,0.158,0.00702,0.908,0.177,174.963,326452.0
0.49,0.147,-22.608,0.414,0.716,0.282,0.586,174.1,21747.0
0.792,0.93,-6.32,0.0693,0.115,0.292,0.812,105.505,261027.0
0.736,0.25,-22.23,0.963,0.66,0.241,0.448,70.997,129300.0
0.288,0.645,-9.801,0.0827,0.205,0.977,0.166,126.702,1525513.0
0.516,0.86,-5.856,0.0319,0.0327,0.162,0.43,141.702,351453.0
0.704,0.809,-3.045,0.0321,0.0233,0.0596,0.962,131.952,169413.0
0.727,0.552,-8.074,0.14,0.227,0.198,0.607,168.189,289160.0
0.333,0.423,-9.35,0.0328,0.772,0.979,0.215,145.33100000000005,340587.0
0.32,0.88,-6.035,0.0504,0.000101,0.076,0.257,146.349,294600.0
0.577,0.495,-6.007,0.0593,0.158,0.269,0.522,158.215,220693.0
0.722,0.601,-5.721,0.0415,0.0475,0.111,0.287,105.02,298880.0
0.535,0.41,-9.051,0.62,0.74,0.41,0.7070000000000001,174.002,49240.0
0.816,0.775,-3.323,0.234,0.16,0.0543,0.527,93.431,270587.0
0.748,0.767,-7.806,0.172,0.0267,0.334,0.519,133.929,222200.0
0.474,0.814,-6.875,0.0419,0.604,0.15,0.91,79.216,195147.0
0.223,0.902,-5.955,0.0579,0.00587,0.34,0.539,98.038,258113.0
0.601,0.594,-3.842,0.0331,0.455,0.0716,0.8270000000000001,98.707,153653.0
0.5,0.931,-6.4220000000000015,0.0628,0.0309,0.187,0.488,154.985,204200.0
0.683,0.724,-4.839,0.282,0.275,0.065,0.691,98.711,212800.0
0.189,0.635,-5.856,0.0353,0.792,0.0894,0.122,116.395,701360.0
0.86,0.96,-5.917999999999998,0.191,0.479,0.479,0.257,115.209,269027.0
0.725,0.496,-13.633,0.917,0.762,0.838,0.805,53.262,96720.0
0.764,0.762,-8.062000000000001,0.0883,0.0945,0.125,0.526,90.02600000000002,240040.0
0.885,0.7240000000000001,-4.229,0.246,0.165,0.095,0.619,115.069,209507.0
0.557,0.783,-4.893,0.234,0.0171,0.151,0.442,177.008,255360.0
0.38,0.988,-2.042,0.0639,2.64e-05,0.368,0.769,186.113,176346.0
0.64,0.62,-5.931,0.416,0.016,0.0831,0.609,129.37,252653.0
0.818,0.705,-6.679,0.177,0.00836,0.613,0.772,138.559,222640.0
0.6890000000000001,0.77,-8.834,0.0663,0.152,0.0865,0.944,135.001,222560.0
0.667,0.747,-7.059,0.189,0.337,0.115,0.918,86.917,203493.0
0.568,0.621,-6.395,0.0261,0.356,0.274,0.346,136.094,176227.0
0.8109999999999999,0.735,-8.986,0.0734,0.00717,0.0514,0.232,124.996,440645.0
0.471,0.228,-13.711,0.0275,0.857,0.117,0.0962,81.973,457640.0
0.784,0.872,-5.321,0.316,0.0408,0.137,0.908,158.063,268693.0
0.799,0.868,-7.343,0.0331,0.457,0.0967,0.961,158.049,316891.0
0.388,0.746,-5.306,0.0318,0.000563,0.0719,0.458,159.675,251333.0
0.479,0.875,-9.195,0.121,0.176,0.048,0.295,118.71,211320.0
0.591,0.799,-7.053,0.199,0.1669999999999999,0.446,0.684,170.046,225228.0
0.631,0.793,-4.086,0.0468,0.000218,0.0976,0.648,136.96,189373.0
0.377,0.395,-8.622,0.0332,0.61,0.295,0.221,133.296,253373.0
0.485,0.896,-4.636,0.201,0.334,0.224,0.899,189.1,249307.0
0.7020000000000001,0.6920000000000001,-8.381,0.216,0.0327,0.249,0.6629999999999999,93.561,233373.0
0.493,0.37,-6.537,0.0299,0.731,0.113,0.23,123.134,237960.0
0.57,0.97,-7.215,0.0359,0.000589,0.0886,0.286,165.949,342813.0
0.387,0.862,-2.219,0.0457,0.107,0.103,0.337,161.984,251627.0
0.877,0.419,-5.659,0.194,0.1669999999999999,0.0606,0.767,93.008,251440.0
0.6,0.621,-5.575,0.0431,0.0375,0.188,0.278,94.547,186307.0
0.534,0.929,-3.609,0.047,0.000206,0.036,0.447,122.733,266240.0
0.177,0.408,-7.351,0.0355,0.938,0.0828,0.038,80.32300000000002,241507.0
0.486,0.7909999999999999,-6.489,0.0333,0.0446,0.111,0.6459999999999999,154.06799999999996,249093.0
0.7,0.807,-5.711,0.029,0.000576,0.0996,0.963,112.15,263093.0
0.639,0.525,-13.475,0.938,0.7170000000000001,0.674,0.7240000000000001,86.309,94857.0
0.6990000000000001,0.343,-13.689,0.0322,0.017,0.233,0.274,124.868,122880.0
0.68,0.659,-6.855,0.211,0.118,0.107,0.411,91.259,247040.0
0.419,0.7859999999999999,-4.589,0.256,0.000454,0.314,0.7440000000000001,105.289,216960.0
0.543,0.917,-3.391,0.0444,0.00572,0.104,0.329,132.246,246840.0
0.733,0.906,-4.749,0.379,0.0328,0.111,0.696,98.516,204027.0
0.494,0.7040000000000001,-14.550999999999998,0.0687,0.113,0.359,0.0697,90.024,291307.0
0.655,0.54,-6.482,0.0516,0.268,0.068,0.43,79.983,207507.0
0.694,0.617,-3.559,0.049,0.226,0.247,0.305,114.064,297893.0
0.807,0.747,-5.495,0.112,0.00701,0.107,0.784,154.991,246907.0
0.723,0.644,-4.803,0.45,0.151,0.199,0.743,189.537,222360.0
0.545,0.753,-4.618,0.036,0.0417,0.389,0.434,105.754,282947.0
0.802,0.757,-3.152,0.271,0.4,0.0389,0.922,97.181,257493.0
0.645,0.792,-7.34,0.036,0.0562,0.119,0.666,90.565,232453.0
0.443,0.885,-6.172,0.0414,0.123,0.28,0.536,185.034,202760.0
0.688,0.428,-11.815,0.0416,0.805,0.339,0.168,101.983,251987.0
0.626,0.693,-8.672,0.0624,0.0535,0.144,0.554,85.152,273027.0
0.526,0.0968,-19.077,0.157,0.977,0.102,0.358,167.74400000000003,325000.0
0.748,0.73,-9.748,0.0345,0.5379999999999999,0.0944,0.898,138.007,281000.0
0.673,0.766,-5.018,0.349,0.0724,0.0563,0.382,148.113,320893.0
0.599,0.776,-5.292,0.0437,0.0443,0.0379,0.831,117.912,210427.0
0.913,0.8109999999999999,-6.192,0.04,0.311,0.146,0.944,105.802,167027.0
0.39,0.715,-3.448,0.0342,0.311,0.212,0.379,153.655,235773.0
0.61,0.58,-6.087999999999999,0.027,0.573,0.107,0.328,129.308,285067.0
0.837,0.765,-5.007,0.0631,0.0852,0.1,0.912,133.57,161200.0
0.698,0.925,-4.209,0.222,0.0611,0.095,0.676,96.953,295827.0
0.682,0.68,-7.226,0.0363,0.436,0.328,0.882,79.993,294907.0
0.59,0.562,-5.8,0.029,0.327,0.135,0.271,119.429,227027.0
0.5710000000000001,0.98,-4.9030000000000005,0.0458,0.000139,0.542,0.393,145.025,397200.0
0.818,0.735,-5.95,0.076,0.116,0.285,0.502,98.386,232027.0
0.501,0.468,-8.494,0.0507,0.31,0.0923,0.712,105.769,198373.0
0.781,0.821,-2.357,0.271,0.0902,0.0698,0.757,93.221,216133.0
0.511,0.581,-4.93,0.0581,0.031,0.367,0.668,170.852,278707.0
0.593,0.512,-10.268,0.0329,0.519,0.185,0.407,139.334,253640.0
0.538,0.457,-5.876,0.027,0.0846,0.158,0.439,139.827,204653.0
0.691,0.787,-4.809,0.257,0.0594,0.0309,0.816,144.988,185405.0
0.667,0.673,-6.006,0.0536,0.117,0.343,0.706,151.837,229040.0
0.715,0.815,-5.867,0.0576,0.0689,0.233,0.804,106.001,197693.0
0.246,0.952,-5.045,0.114,0.000558,0.959,0.387,151.374,343200.0
0.461,0.642,-2.778,0.0525,0.00428,0.153,0.76,125.079,203880.0
0.797,0.667,-6.095,0.158,0.545,0.0357,0.621,76.51,254493.0
0.414,0.578,-6.383,0.0287,0.0541,0.124,0.281,154.96,216147.0
0.8190000000000001,0.7659999999999999,-13.348,0.0715,0.116,0.143,0.727,139.872,253597.0
0.413,0.233,-15.872,0.0602,0.958,0.0949,0.249,169.10299999999995,518800.0
0.701,0.724,-5.751,0.145,0.267,0.0867,0.425,132.035,237053.0
0.65,0.536,-6.369,0.0849,0.0123,0.129,0.5429999999999999,180.08,229747.0
0.6779999999999999,0.7929999999999999,-13.348,0.561,0.45,0.352,0.391,95.482,83507.0
0.64,0.786,-5.596,0.35,0.0415,0.0527,0.699,96.675,296467.0
0.443,0.853,-3.885,0.0361,0.00217,0.198,0.338,143.986,255652.0
0.596,0.661,-6.239,0.226,0.31,0.0847,0.86,129.491,232573.0
0.677,0.864,-4.062,0.0319,0.0551,0.351,0.69,119.981,216427.0
0.785,0.539,-8.23,0.0505,0.0134,0.0528,0.721,137.999,264467.0
0.582,0.829,-5.688,0.0465,0.000517,0.266,0.867,130.969,197800.0
0.724,0.695,-5.226,0.0622,0.073,0.0889,0.235,139.0,224400.0
0.7020000000000001,0.338,-16.746,0.929,0.645,0.27,0.308,106.366,280133.0
0.777,0.887,-8.729,0.0875,0.0040799999999999,0.0708,0.168,144.99,487413.0
0.685,0.944,-5.19,0.34,0.134,0.362,0.543,128.013,214827.0
0.477,0.75,-5.641,0.0268,0.0106,0.158,0.292,100.176,255480.0
0.604,0.63,-7.805,0.0464,0.095,0.217,0.225,139.95,280400.0
0.277,0.316,-8.839,0.0293,0.298,0.475,0.256,86.28200000000002,255347.0
0.772,0.379,-14.201,0.944,0.356,0.327,0.845,112.197,73760.0
0.76,0.941,-6.356,0.0688,0.0451,0.649,0.805,116.013,231427.0
0.469,0.8170000000000001,-6.817,0.407,0.0395,0.321,0.6409999999999999,119.908,195762.0
0.882,0.769,-3.448,0.147,0.091,0.0809,0.529,98.003,279680.0
0.63,0.757,-6.005,0.0254,0.00716,0.348,0.65,106.885,216627.0
0.518,0.385,-9.068,0.0405,0.634,0.11,0.197,86.84100000000002,211067.0
