danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms
0.706,0.912,-4.44,0.0565,0.0195,0.232,0.925,128.004,223413.0
0.511,0.336,-10.474,0.0345,0.913,0.115,0.246,137.981,203274.0
0.348,0.61,-8.482000000000001,0.0682,0.0159,0.216,0.166,144.519,176160.0
0.349,0.0106,-39.296,0.0406,0.995,0.0752,0.0342,83.26899999999998,55587.0
0.8079999999999999,0.411,-11.059,0.0463,0.00498,0.0633,0.483,120.002,356000.0
0.592,0.891,-3.144,0.0512,0.0267,0.352,0.674,99.983,174255.0
0.596,0.768,-6.753,0.0369,0.0858,0.116,0.532,127.93,180267.0
0.7809999999999999,0.957,-7.609,0.0507,0.385,0.0988,0.0384,125.005,155520.0
0.816,0.71,-3.728,0.0398,0.165,0.292,0.784,93.02,208631.0
0.522,0.511,-8.035,0.0277,0.0145,0.351,0.508,127.849,266125.0
0.833,0.622,-5.386,0.0865,0.145,0.14,0.7929999999999999,132.03,175360.0
0.719,0.847,-6.34,0.0916,0.00201,0.221,0.444,127.963,242680.0
0.482,0.0782,-18.981,0.0587,0.987,0.228,0.232,123.616,44880.0
0.498,0.938,-0.565,0.0884,0.000748,0.371,0.172,112.076,214286.0
0.798,0.675,-5.041,0.0442,0.0912,0.0894,0.842,101.956,219947.0
0.548,0.901,-2.637,0.0453,0.2,0.1,0.557,145.953,206213.0
0.8,0.578,-5.144,0.0485,0.00381,0.359,0.367,143.01,204665.0
0.884,0.68,-8.427,0.153,0.00552,0.121,0.769,110.004,159273.0
0.684,0.791,-4.435,0.309,0.0939,0.359,0.529,153.992,236948.0
0.655,0.782,-4.789,0.185,0.375,0.317,0.832,79.427,184227.0
0.762,0.575,-9.099,0.273,0.112,0.253,0.317,123.945,171886.0
0.8740000000000001,0.614,-11.566,0.105,0.259,0.101,0.368,109.984,148375.0
0.931,0.812,-3.406,0.282,0.22,0.204,0.623,100.005,159000.0
0.513,0.997,-5.27,0.0648,1.02e-05,0.325,0.0874,138.002,365272.0
0.845,0.561,-5.253,0.0778,0.211,0.0383,0.811,109.974,200853.0
0.662,0.181,-15.065,0.0415,0.966,0.133,0.429,118.819,220043.0
0.721,0.7959999999999999,-5.439,0.0326,0.0311,0.0647,0.8029999999999999,123.995,208267.0
0.812,0.479,-6.47,0.0429,0.0485,0.102,0.0873,95.505,173045.0
0.691,0.793,-3.506,0.131,0.0131,0.112,0.398,140.011,247494.0
0.638,0.889,-3.3280000000000003,0.031,0.0352,0.61,0.926,136.05700000000002,211880.0
0.626,0.86,-8.282,0.279,0.72,0.098,0.326,81.168,174000.0
0.699,0.304,-11.192,0.0993,0.779,0.137,0.271,119.705,160184.0
0.581,0.856,-4.0,0.0783,0.183,0.0871,0.918,169.902,209427.0
0.174,0.997,-15.761,0.0496,0.243,0.952,0.00704,141.405,154102.0
0.8859999999999999,0.913,-2.607,0.205,0.3,0.119,0.516,97.936,231215.0
0.445,0.537,-8.532,0.04,0.695,0.0941,0.131,122.764,244360.0
0.473,0.82,-5.702,0.0408,0.031,0.0414,0.678,84.893,221413.0
0.531,0.373,-8.526,0.0246,0.463,0.238,0.444,90.976,201267.0
0.7959999999999999,0.182,-13.611,0.406,0.848,0.108,0.746,164.118,107785.0
0.555,0.713,-4.549,0.0911,0.0845,0.712,0.725,79.934,240920.0
0.439,0.978,-3.519,0.239,0.000186,0.124,0.272,160.015,189680.0
0.773,0.706,-5.709,0.0999,0.00538,0.0208,0.693,160.912,162365.0
0.73,0.835,-5.841,0.0493,0.0371,0.13,0.79,100.033,203413.0
0.528,0.773,-3.395,0.0331,0.0533,0.34,0.48,143.816,215907.0
0.377,0.47,-9.569,0.0509,0.201,0.966,0.25,127.415,263419.0
0.462,0.634,-6.635,0.0289,0.268,0.0787,0.0484,109.923,302601.0
0.5,0.86,-8.046,0.0478,0.0112,0.203,0.746,86.97200000000002,107586.0
0.581,0.963,-4.087,0.0981,0.0295,0.139,0.788,129.992,204160.0
0.737,0.908,-5.166,0.0876,0.0176,0.0788,0.848,129.05100000000002,234373.0
0.472,0.389,-11.918,0.426,0.6679999999999999,0.29,0.425,79.727,142733.0
0.721,0.767,-6.107,0.098,0.341,0.128,0.381,90.615,205000.0
0.853,0.351,-10.198,0.241,0.39,0.752,0.282,118.028,221543.0
0.725,0.818,-7.272,0.0299,0.0917,0.0881,0.872,116.0,425529.0
0.723,0.88,-4.287,0.038,0.00334,0.0632,0.323,123.036,177600.0
0.652,0.7,-2.908,0.139,0.000679,0.184,0.628,148.119,260413.0
0.818,0.598,-5.948,0.113,0.0573,0.634,0.331,111.052,231618.0
0.0854,0.0411,-27.974,0.0427,0.948,0.0802,0.0526,74.814,463582.0
0.586,0.649,-5.62,0.201,0.0856,0.324,0.8320000000000001,84.604,264173.0
0.288,0.638,-6.935,0.0779,0.133,0.14,0.147,66.424,173114.0
0.813,0.551,-7.605,0.353,0.08,0.386,0.598,124.957,250770.0
0.623,0.767,-11.032,0.195,0.00214,0.115,0.177,146.026,1407888.0
0.6629999999999999,0.217,-17.287,0.954,0.5489999999999999,0.187,0.5589999999999999,87.836,285773.0
0.654,0.754,-5.343999999999999,0.283,0.132,0.0787,0.943,165.953,188640.0
0.392,0.096,-27.113000000000003,0.051,0.994,0.108,0.643,86.155,76787.0
0.774,0.8109999999999999,-5.819,0.0434,0.0108,0.0787,0.339,114.069,171678.0
0.7490000000000001,0.785,-10.114,0.0423,0.00138,0.114,0.701,128.01,340069.0
0.649,0.932,-5.176,0.2,0.106,0.306,0.937,82.04700000000003,274480.0
0.665,0.697,-4.819,0.154,0.427,0.599,0.556,94.053,216747.0
0.636,0.47,-2.504,0.245,0.291,0.176,0.643,86.76,162011.0
0.653,0.623,-5.273,0.082,0.253,0.144,0.401,123.999,234213.0
0.145,0.45,-9.986,0.0409,0.12,0.0837,0.0605,90.449,229460.0
0.725,0.79,-2.331,0.197,0.0711,0.0602,0.763,175.988,287773.0
0.133,0.244,-16.212,0.0368,0.767,0.0994,0.0369,94.334,266959.0
0.321,0.64,-10.023,0.0324,0.28,0.718,0.414,146.172,214333.0
0.797,0.802,-4.797,0.118,0.353,0.156,0.637,108.048,162173.0
0.639,0.478,-10.669,0.0392,0.314,0.171,0.356,121.987,110164.0
0.669,0.589,-9.825,0.25,0.157,0.192,0.6729999999999999,129.865,266101.0
0.419,0.619,-8.119,0.0715,0.00761,0.123,0.118,92.491,512000.0
0.759,0.459,-5.187,0.0948,0.00323,0.0906,0.695,109.997,164442.0
0.801,0.795,-5.115,0.0504,0.0417,0.0717,0.754,79.028,163253.0
0.589,0.629,-9.103,0.238,0.0692,0.118,0.836,150.016,217783.0
0.7040000000000001,0.161,-21.725,0.953,0.6609999999999999,0.353,0.35,129.809,120440.0
0.839,0.705,-5.194,0.0445,0.0184,0.102,0.575,119.954,242520.0
0.6809999999999999,0.863,-9.536,0.0391,0.723,0.0949,0.963,170.97299999999996,184737.0
0.62,0.69,-6.508,0.0493,0.0931,0.131,0.331,133.935,234213.0
0.7170000000000001,0.38,-12.527,0.105,0.708,0.095,0.287,139.167,209943.0
0.756,0.814,-6.11,0.0437,0.632,0.161,0.905,135.043,214680.0
0.517,0.496,-10.885,0.467,0.104,0.116,0.423,175.009,164833.0
0.802,0.815,-9.823,0.0559,0.000274,0.0676,0.132,128.012,350645.0
0.406,0.6779999999999999,-8.71,0.236,0.0134,0.124,0.403,81.893,237610.0
0.8109999999999999,0.318,-14.302,0.06,0.5,0.196,0.69,116.987,196980.0
0.894,0.498,-12.241,0.33,0.151,0.0884,0.8009999999999999,153.05700000000004,163922.0
0.487,0.668,-4.251,0.0321,0.346,0.107,0.184,90.083,229840.0
0.549,0.878,-5.066,0.0358,0.106,0.176,0.44,104.98,190640.0
0.633,0.555,-11.46,0.941,0.412,0.527,0.634,90.166,100768.0
0.669,0.855,-3.035,0.0499,0.0124,0.335,0.648,120.045,227280.0
0.8140000000000001,0.476,-8.512,0.362,0.472,0.107,0.483,83.03,190956.0
0.507,0.35,-16.773,0.0286,0.000521,0.0598,0.281,95.017,147827.0
0.579,0.944,-6.162999999999999,0.157,0.284,0.297,0.501,149.982,208777.0
0.7959999999999999,0.677,-6.412999999999999,0.0484,0.0733,0.281,0.966,129.989,195893.0
0.733,0.408,-7.834,0.0388,0.679,0.11,0.291,94.947,197854.0
0.827,0.571,-7.949,0.366,0.0195,0.166,0.62,142.034,146419.0
0.6659999999999999,0.27,-4.052,0.479,0.69,0.519,0.6709999999999999,152.874,31914.0
0.615,0.648,-3.792,0.22,0.0411,0.277,0.26,169.912,223147.0
0.768,0.809,-4.204,0.0616,0.278,0.139,0.748,111.989,177773.0
0.699,0.687,-3.997,0.106,0.308,0.121,0.499,88.932,189977.0
0.581,0.662,-5.239,0.303,0.0153,0.111,0.434,93.023,189487.0
0.413,0.677,-5.12,0.255,0.0249,0.0793,0.0845,172.501,302173.0
0.517,0.813,-6.325,0.0558,0.0153,0.106,0.444,83.005,222147.0
0.489,0.377,-12.317,0.0355,0.838,0.138,0.183,123.335,163685.0
0.8170000000000001,0.504,-10.547,0.0595,0.0043799999999999,0.0921,0.445,114.999,350609.0
0.614,0.879,-4.422,0.056,0.00104,0.41,0.407,131.092,264520.0
0.786,0.658,-2.61,0.0661,0.0856,0.0689,0.458,170.037,202333.0
0.528,0.749,-7.571,0.0479,0.00488,0.0949,0.729,163.944,163906.0
0.184,0.215,-15.1,0.0379,0.907,0.124,0.17,58.293,292360.0
0.585,0.833,-5.492000000000001,0.0334,0.000411,0.653,0.721,100.024,240000.0
0.8370000000000001,0.6890000000000001,-5.5470000000000015,0.049,0.00262,0.0915,0.6779999999999999,124.019,282587.0
0.731,0.573,-10.059,0.0544,0.401,0.113,0.145,109.928,205090.0
0.587,0.698,-8.948,0.0943,0.0152,0.442,0.0985,133.954,310720.0
0.883,0.85,-4.053,0.361,0.308,0.368,0.711,150.138,146000.0
0.811,0.512,-6.381,0.17,0.218,0.0768,0.346,92.046,161188.0
0.79,0.8740000000000001,-7.892,0.0363,0.00011,0.235,0.978,114.023,62805.0
0.6729999999999999,0.759,-6.394,0.272,0.259,0.406,0.333,134.963,216811.0
0.676,0.807,-5.131,0.029,0.0284,0.0701,0.443,95.956,232520.0
0.843,0.626,-6.51,0.0352,0.24,0.172,0.943,117.937,149453.0
0.572,0.631,-8.389,0.104,0.188,0.259,0.219,77.519,249213.0
0.8109999999999999,0.831,-6.2170000000000005,0.0556,0.0444,0.0772,0.476,127.993,240920.0
0.71,0.8290000000000001,-7.624,0.0619,0.34,0.112,0.188,128.002,215002.0
0.535,0.725,-5.108,0.0275,0.0203,0.176,0.292,78.489,217387.0
0.902,0.56,-8.484,0.0941,0.476,0.106,0.251,110.008,130909.0
0.211,0.7440000000000001,-5.524,0.0406,0.0172,0.129,0.0472,104.761,437155.0
0.782,0.638,-5.791,0.433,0.194,0.118,0.55,92.069,177567.0
0.8640000000000001,0.536,-11.483,0.325,0.6859999999999999,0.16,0.311,135.048,117289.0
0.542,0.752,-3.652,0.0404,0.0148,0.324,0.249,129.988,241853.0
0.489,0.952,-4.372,0.0616,4.5e-05,0.469,0.293,143.935,257360.0
0.663,0.577,-7.518,0.0531,0.109,0.12,0.454,89.996,193200.0
0.755,0.615,-8.245,0.0454,0.00587,0.109,0.039,105.955,215364.0
0.5770000000000001,0.722,-6.093,0.153,0.0503,0.7070000000000001,0.579,165.657,529367.0
0.77,0.7040000000000001,-5.33,0.0329,0.166,0.14,0.946,96.92,280979.0
0.53,0.584,-8.052,0.0525,0.66,0.237,0.6809999999999999,87.86,288027.0
0.56,0.965,-3.67,0.0472,0.0325,0.43,0.771,113.633,266147.0
0.362,0.882,-3.717,0.0973,0.0791,0.15,0.864,199.811,185200.0
0.855,0.676,-5.736,0.325,0.0888,0.144,0.509,133.082,195299.0
0.778,0.317,-10.732,0.334,0.592,0.0881,0.327,140.048,178627.0
0.624,0.452,-8.206,0.0681,0.315,0.311,0.724,199.775,243987.0
0.838,0.6579999999999999,-5.355,0.0578,0.807,0.0549,0.746,120.028,244000.0
0.532,0.365,-8.129,0.0267,0.64,0.102,0.115,122.37,243693.0
0.45,0.448,-7.335,0.0334,0.257,0.175,0.16,120.367,264758.0
0.678,0.357,-14.712,0.128,0.675,0.124,0.0661,113.301,197773.0
0.613,0.871,-5.259,0.503,0.534,0.0947,0.743,167.955,497029.0
0.923,0.599,-4.888,0.238,0.07,0.0951,0.667,138.024,181739.0
0.843,0.711,-11.738,0.0373,0.00255,0.195,0.208,123.018,394186.0
0.565,0.45,-12.695,0.378,0.0749,0.14,0.213,95.977,153678.0
0.661,0.748,-4.809,0.206,0.175,0.254,0.509,171.983,265947.0
0.503,0.843,-5.846,0.0747,0.00322,0.162,0.0594,119.976,262500.0
0.804,0.943,-6.774,0.0356,0.00106,0.088,0.47,126.036,339097.0
0.692,0.783,-4.271,0.224,0.687,0.244,0.879,75.998,185526.0
0.111,0.0858,-21.253,0.036,0.978,0.109,0.0414,79.91,212493.0
0.677,0.5670000000000001,-6.3820000000000014,0.0357,0.000234,0.0771,0.581,126.003,214787.0
0.763,0.933,-2.301,0.247,0.151,0.0565,0.53,92.017,133625.0
0.298,0.917,-9.244,0.0797,0.000116,0.906,0.231,136.026,506853.0
0.846,0.438,-4.981,0.141,0.2,0.0939,0.512,85.013,237480.0
0.691,0.921,-1.702,0.0533,0.173,0.331,0.8,130.072,201000.0
0.927,0.665,-5.313,0.244,0.061,0.123,0.175,127.076,343150.0
0.375,0.574,-5.305,0.0315,0.143,0.11,0.406,132.025,196800.0
0.297,0.0141,-29.491,0.0433,0.98,0.0911,0.0376,102.171,421352.0
0.595,0.389,-9.245,0.0349,0.418,0.116,0.4,166.052,227427.0
0.657,0.56,-9.049,0.0467,0.498,0.0794,0.854,161.993,182947.0
0.778,0.8859999999999999,-4.178999999999999,0.086,0.0393,0.84,0.643,130.011,195320.0
0.68,0.849,-6.475,0.0376,0.0862,0.174,0.536,111.969,243520.0
0.8640000000000001,0.789,-7.0070000000000014,0.122,0.052,0.0808,0.629,126.132,215375.0
0.648,0.855,-4.953,0.0463,0.0182,0.0721,0.961,136.06,194373.0
0.482,0.627,-7.561,0.116,0.00827,0.701,0.293,157.58,209827.0
0.92,0.674,-5.662,0.264,0.307,0.104,0.741,141.967,304041.0
0.556,0.613,-12.074000000000002,0.0571,0.693,0.0877,0.863,101.671,712181.0
0.58,0.898,-3.517,0.0832,0.000146,0.359,0.805,140.016,184680.0
0.641,0.87,-3.953,0.175,0.0248,0.291,0.42,95.019,238747.0
0.575,0.727,-7.282,0.424,0.601,0.197,0.306,86.79700000000003,115862.0
0.605,0.792,-5.855,0.0381,0.506,0.322,0.463,163.867,177867.0
0.797,0.896,-3.678,0.0512,0.0349,0.635,0.685,120.037,189098.0
0.657,0.845,-6.408,0.1,0.472,0.0671,0.0937,119.908,128209.0
0.625,0.569,-5.954,0.0271,0.26,0.127,0.361,149.987,201013.0
0.627,0.359,-13.024,0.0462,0.85,0.102,0.112,85.015,135672.0
0.864,0.477,-5.786,0.224,0.201,0.182,0.5,86.46,192932.0
0.781,0.745,-5.81,0.0332,0.198,0.36,0.326,129.998,269493.0
0.68,0.314,-9.592,0.948,0.442,0.136,0.491,145.227,122718.0
0.577,0.833,-3.337,0.0695,0.0137,0.121,0.58,107.936,169667.0
0.95,0.743,-5.861,0.238,0.0646,0.103,0.62,136.98,257546.0
0.59,0.521,-9.553,0.0948,0.12,0.144,0.496,83.67,184308.0
0.735,0.453,-8.264,0.0602,0.413,0.104,0.335,115.002,217387.0
0.773,0.836,-2.326,0.153,0.283,0.0828,0.497,112.01,201271.0
0.761,0.732,-5.469,0.0549,0.092,0.0716,0.542,151.982,243276.0
0.474,0.416,-11.828,0.457,0.5660000000000001,0.331,0.443,87.223,91067.0
0.913,0.364,-13.097,0.487,0.277,0.0813,0.206,140.981,177872.0
0.703,0.7659999999999999,-4.232,0.243,0.297,0.0704,0.401,98.781,196639.0
0.596,0.5770000000000001,-11.243,0.0817,0.598,0.0946,0.8420000000000001,160.078,209813.0
0.7559999999999999,0.5589999999999999,-5.336,0.0667,0.338,0.0976,0.418,83.00299999999999,224819.0
0.265,0.268,-14.113,0.0313,0.986,0.0949,0.0546,81.517,122000.0
0.619,0.216,-20.486,0.8690000000000001,0.406,0.1689999999999999,0.399,175.201,120191.0
0.664,0.573,-6.519,0.0277,0.613,0.0857,0.566,76.023,160097.0
0.726,0.554,-5.29,0.0917,0.0421,0.106,0.335,169.999,190440.0
0.644,0.27,-14.093,0.077,0.7809999999999999,0.0904,0.211,75.068,214600.0
0.8490000000000001,0.5870000000000001,-7.729,0.252,0.00704,0.109,0.5770000000000001,76.471,125460.0
0.646,0.882,-3.77,0.0371,0.097,0.311,0.544,101.997,179360.0
0.714,0.834,-5.239,0.0259,0.00248,0.298,0.652,129.971,220920.0
0.61,0.894,-5.157,0.039,0.00384,0.0398,0.648,119.941,241453.0
0.644,0.402,-9.803,0.954,0.529,0.355,0.698,164.46900000000005,155901.0
0.715,0.684,-7.852,0.0461,0.0514,0.335,0.623,122.082,140880.0
0.596,0.946,-5.454,0.168,0.000206,0.334,0.295,174.989,286629.0
0.699,0.529,-7.548,0.0487,0.0317,0.285,0.121,119.987,206167.0
0.655,0.819,-4.852,0.0316,0.000176,0.104,0.766,117.956,192790.0
0.485,0.717,-4.54,0.0321,0.0284,0.14,0.356,158.047,241813.0
0.485,0.989,-2.957,0.079,0.000449,0.282,0.447,98.968,221200.0
0.429,0.387,-7.486,0.0753,0.000178,0.142,0.41,109.893,162147.0
0.511,0.566,-7.23,0.2,0.349,0.34,0.218,83.903,239836.0
0.429,0.933,-5.807,0.0925,0.000386,0.0987,0.041,139.757,301154.0
0.748,0.565,-11.999,0.0568,0.00253,0.107,0.105,126.001,491000.0
0.858,0.491,-11.944,0.197,0.0523,0.0946,0.339,134.916,181342.0
0.458,0.821,-5.076,0.0334,0.000594,0.161,0.323,144.46,220693.0
0.6859999999999999,0.691,-9.247,0.0773,0.647,0.11,0.339,82.51700000000002,190613.0
0.605,0.723,-5.667999999999998,0.247,0.0134,0.355,0.8909999999999999,204.683,229333.0
0.813,0.488,-7.737,0.257,0.187,0.231,0.688,139.983,244133.0
0.531,0.746,-4.228,0.0329,0.0972,0.102,0.304,139.788,226307.0
0.501,0.836,-3.587,0.0491,0.208,0.152,0.618,159.863,192000.0
0.422,0.941,-7.246,0.054,0.00981,0.8,0.253,149.9,144000.0
0.631,0.924,-5.589,0.146,0.0841,0.084,0.755,100.045,192280.0
0.546,0.98,-3.02,0.0619,0.0154,0.31,0.478,120.037,205120.0
0.55,0.828,-8.299,0.397,0.5489999999999999,0.123,0.606,92.009,279693.0
0.608,0.86,-5.324,0.0554,0.0991,0.262,0.437,127.075,232947.0
0.764,0.555,-6.414,0.0604,0.275,0.0824,0.255,111.004,169227.0
0.393,0.963,-2.8510000000000004,0.24,0.54,0.908,0.583,139.782,249488.0
0.867,0.558,-6.975,0.258,0.0884,0.541,0.432,139.061,272453.0
0.5,0.398,-20.952,0.0352,0.679,0.18,0.633,125.045,105250.0
0.668,0.78,-6.481,0.0901,0.0487,0.107,0.739,170.032,215147.0
0.781,0.594,-6.959,0.0485,0.0136,0.162,0.0628,129.895,178154.0
0.553,0.586,-6.319,0.0362,0.697,0.0813,0.443,126.684,196373.0
0.766,0.788,-3.128,0.312,0.105,0.142,0.609,179.984,200482.0
0.571,0.77,-5.498,0.0314,0.0534,0.129,0.613,141.996,240320.0
0.813,0.526,-4.787,0.125,0.105,0.11,0.608,170.002,163320.0
0.478,0.0255,-19.468,0.0605,0.986,0.0872,0.245,159.855,67443.0
0.677,0.736,-6.5070000000000014,0.144,0.000878,0.216,0.365,129.513,220656.0
0.679,0.64,-9.195,0.0952,0.329,0.0928,0.229,110.419,228089.0
0.7340000000000001,0.848,-2.756,0.0362,0.121,0.0993,0.591,98.059,219027.0
0.606,0.887,-4.782,0.052,0.0498,0.0958,0.349,97.972,191787.0
0.65,0.655,-3.71,0.405,0.25,0.0691,0.735,94.059,171215.0
0.637,0.418,-7.137,0.301,0.353,0.131,0.0807,84.295,174517.0
0.631,0.937,-3.858,0.034,0.0198,0.327,0.654,101.011,198267.0
0.515,0.545,-9.277,0.0353,0.855,0.0921,0.535,88.856,260440.0
0.652,0.698,-4.667,0.042,0.00112,0.0886,0.47,96.021,202067.0
0.8029999999999999,0.969,-8.37,0.0559,0.0147,0.094,0.246,129.012,337721.0
0.766,0.756,-5.861,0.132,0.213,0.349,0.716,94.027,230000.0
0.904,0.518,-5.32,0.183,0.0305,0.325,0.188,137.996,303077.0
0.653,0.662,-6.168,0.162,0.00465,0.0626,0.674,111.712,161168.0
0.736,0.856,-3.3480000000000003,0.225,0.00378,0.359,0.64,102.092,212000.0
0.489,0.943,-3.599,0.0343,0.00179,0.174,0.838,149.965,257013.0
0.637,0.69,-3.214,0.0693,0.417,0.211,0.103,140.329,253907.0
0.739,0.807,-5.063,0.0647,0.0181,0.295,0.633,97.048,227853.0
0.92,0.23,-10.255999999999998,0.0868,0.932,0.0813,0.927,98.046,138320.0
0.8420000000000001,0.537,-3.173,0.22,0.0255,0.116,0.596,80.931,113600.0
0.744,0.422,-8.946,0.294,0.0319,0.11,0.493,180.006,202667.0
0.763,0.628,-5.85,0.05,0.0531,0.114,0.193,140.958,190557.0
