danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms
0.292,0.574,-9.375,0.0401,0.12,0.0663,0.166,124.344,211240.0
0.646,0.431,-8.517,0.0262,0.637,0.113,0.292,90.034,220627.0
0.729,0.615,-4.238,0.0647,0.378,0.105,0.508,99.989,181880.0
0.253,0.292,-16.982,0.039,0.0621,0.116,0.034,123.48,129333.0
0.67,0.72,-3.073,0.0291,0.12,0.0694,0.805,127.001,210747.0
0.654,0.817,-4.908,0.266,0.0816,0.41,0.794,127.991,184667.0
0.589,0.7340000000000001,-8.514,0.902,0.7020000000000001,0.481,0.865,116.712,81480.0
0.517,0.747,-4.74,0.296,0.0189,0.0821,0.506,102.033,171980.0
0.693,0.624,-7.482,0.0448,0.299,0.0955,0.369,105.002,205987.0
0.781,0.597,-6.794,0.23,0.0415,0.152,0.544,158.043,149949.0
0.759,0.584,-6.655,0.06,0.0652,0.16,0.374,127.138,186696.0
0.432,0.887,-3.103,0.0533,0.000762,0.129,0.513,92.531,212602.0
0.701,0.237,-13.784,0.951,0.363,0.386,0.428,105.393,184963.0
0.5579999999999999,0.453,-10.382,0.0556,0.6890000000000001,0.119,0.8079999999999999,128.435,235485.0
0.92,0.614,-7.869,0.0744,0.0384,0.6990000000000001,0.574,109.958,157693.0
0.867,0.672,-7.95,0.392,0.245,0.111,0.635,100.075,367200.0
0.519,0.516,-8.317,0.0638,0.7859999999999999,0.0929,0.737,77.854,514227.0
0.456,0.547,-5.7120000000000015,0.0278,0.0792,0.081,0.5720000000000001,160.039,239070.0
0.715,0.907,-6.025,0.0993,0.0172,0.426,0.841,124.992,268840.0
0.586,0.809,-1.951,0.0358,0.000936,0.303,0.659,124.033,181320.0
0.568,0.731,-7.211,0.0502,0.106,0.0947,0.649,159.89600000000004,181349.0
0.7490000000000001,0.544,-9.711,0.268,0.462,0.0837,0.443,160.111,241500.0
0.799,0.794,-5.834,0.0628,0.13,0.221,0.524,106.031,227813.0
0.366,0.444,-14.922,0.0688,0.511,0.257,0.291,91.52,554553.0
0.105,0.0994,-57.687,0.0306,0.1369999999999999,0.381,0.0262,89.975,62095.0
0.654,0.63,-4.644,0.0259,0.153,0.111,0.43,89.991,167693.0
0.786,0.683,-5.397,0.205,0.173,0.706,0.57,126.002,233333.0
0.628,0.667,-6.282,0.0385,0.163,0.127,0.584,160.01,167680.0
0.537,0.537,-11.266,0.0617,0.819,0.142,0.292,107.895,275320.0
0.739,0.696,-5.149,0.0247,0.0459,0.107,0.492,97.004,223573.0
0.579,0.7609999999999999,-5.059,0.0567,0.0988,0.22,0.418,148.02,249200.0
0.691,0.532,-11.859000000000002,0.125,0.109,0.0665,0.614,172.028,240000.0
0.755,0.374,-13.211,0.569,0.403,0.11,0.409,140.95600000000005,152872.0
0.537,0.7190000000000001,-8.695,0.358,0.00316,0.262,0.152,71.944,27744.0
0.479,0.635,-9.078,0.0425,0.5539999999999999,0.0507,0.8290000000000001,132.101,336693.0
0.635,0.733,-5.086,0.0386,0.221,0.11,0.6459999999999999,150.90200000000004,181192.0
0.716,0.795,-14.827,0.21,0.0404,0.0498,0.952,89.92399999999998,219089.0
0.534,0.307,-12.4,0.0417,0.141,0.14,0.5710000000000001,88.05799999999998,337500.0
0.581,0.956,-6.284,0.073,0.0644,0.152,0.417,120.045,208434.0
0.63,0.5710000000000001,-10.879,0.344,0.4370000000000001,0.196,0.478,140.045,152585.0
0.81,0.793,-9.404,0.0403,0.0378,0.072,0.863,116.049,369627.0
0.827,0.702,-7.264,0.267,0.226,0.158,0.694,130.02,191720.0
0.756,0.814,-2.969,0.0459,0.0442,0.687,0.414,124.022,220547.0
0.5820000000000001,0.636,-9.08,0.36,0.7609999999999999,0.453,0.627,130.085,166050.0
0.574,0.802,-9.239,0.3,0.0151,0.569,0.703,179.8,196337.0
0.6890000000000001,0.5770000000000001,-10.593,0.0836,0.0767,0.0592,0.25,93.014,145189.0
0.7909999999999999,0.91,-3.839,0.0281,0.255,0.0818,0.965,95.016,196180.0
0.383,0.939,-6.672999999999999,0.316,0.1689999999999999,0.38,0.152,147.565,266538.0
0.6,0.877,-4.351,0.165,0.00213,0.413,0.55,133.998,203973.0
0.305,0.0348,-17.055999999999994,0.0366,0.918,0.166,0.0366,64.686,113373.0
0.731,0.635,-7.512,0.579,0.24,0.912,0.868,152.00799999999995,139651.0
0.638,0.105,-14.839,0.0305,0.96,0.0951,0.0391,119.963,162038.0
0.602,0.569,-9.222,0.228,0.15,0.695,0.337,98.726,156761.0
0.568,0.764,-3.465,0.255,0.217,0.0931,0.625,179.985,160720.0
0.72,0.728,-11.157,0.0585,0.208,0.161,0.0596,130.111,62788.0
0.706,0.845,-4.678,0.0317,0.000973,0.193,0.0494,128.04,213750.0
0.688,0.702,-4.792,0.0499,0.0215,0.128,0.74,94.006,192191.0
0.6679999999999999,0.312,-36.33,0.58,0.434,0.154,0.102,124.485,65074.0
0.813,0.861,-5.84,0.0446,0.0363,0.128,0.696,100.023,232867.0
0.4970000000000001,0.573,-7.615,0.0729,0.328,0.6920000000000001,0.583,79.77199999999998,172480.0
0.432,0.781,-4.038,0.0567,0.041,0.0789,0.197,139.432,250286.0
0.897,0.662,-6.903,0.292,0.0852,0.534,0.389,112.511,145543.0
0.583,0.812,-6.823,0.229,0.229,0.53,0.583,92.886,230320.0
0.291,0.345,-16.719,0.0748,0.787,0.25,0.145,91.637,406082.0
0.506,0.886,-3.225,0.0655,0.0916,0.0734,0.595,143.935,226867.0
0.62,0.586,-6.612,0.212,0.155,0.535,0.487,137.131,130980.0
0.71,0.808,-6.703,0.0433,0.44,0.0734,0.392,99.989,226003.0
0.462,0.706,-5.242999999999999,0.0315,0.0107,0.499,0.613,120.027,203360.0
0.765,0.679,-4.467,0.168,0.0763,0.139,0.579,135.944,197836.0
0.649,0.8220000000000001,-4.138999999999999,0.1639999999999999,0.0371,0.175,0.812,125.089,247960.0
0.8029999999999999,0.507,-7.261,0.209,0.0356,0.0855,0.523,158.02100000000004,165413.0
0.632,0.8059999999999999,-6.0,0.0283,0.392,0.0858,0.792,104.999,215320.0
0.882,0.884,-3.768,0.0817,0.583,0.128,0.961,129.93,195000.0
0.698,0.799,-4.372,0.0342,0.0129,0.215,0.351,115.957,161733.0
0.743,0.571,-6.054,0.145,0.24,0.291,0.495,119.054,213863.0
0.652,0.7170000000000001,-5.779,0.106,0.134,0.114,0.206,90.911,175680.0
0.63,0.605,-8.951,0.0414,0.484,0.298,0.266,115.277,295293.0
0.531,0.549,-7.895,0.0378,0.363,0.118,0.681,171.781,200200.0
0.721,0.819,-5.715,0.0269,0.413,0.196,0.867,96.02,212320.0
0.823,0.723,-4.778,0.229,0.311,0.0998,0.505,83.97,198493.0
0.787,0.873,-10.688,0.035,0.251,0.0561,0.452,124.015,438465.0
0.488,0.917,-2.939,0.0291,0.0897,0.135,0.772,156.053,215013.0
0.721,0.593,-8.308,0.342,0.0952,0.491,0.67,82.6,131273.0
0.794,0.735,-4.204,0.054,0.108,0.112,0.223,107.374,234373.0
0.748,0.524,-5.599,0.0338,0.414,0.111,0.661,95.01,244960.0
0.57,0.883,-3.099,0.219,0.129,0.0949,0.911,78.887,244160.0
0.531,0.917,-7.619,0.101,0.016,0.406,0.618,138.002,239613.0
0.507,0.875,-7.697,0.0389,0.00257,0.346,0.647,160.079,273493.0
0.462,0.6940000000000001,-6.806,0.0562,0.194,0.605,0.615,84.23200000000001,194117.0
0.48,0.506,-5.554,0.381,0.549,0.0916,0.708,177.44,224267.0
0.578,0.937,-5.685,0.0481,0.0294,0.122,0.479,102.98,191747.0
0.774,0.7,-3.1180000000000003,0.0575,0.0131,0.0323,0.937,77.96,199085.0
0.697,0.82,-5.108,0.0575,0.0888,0.143,0.655,104.022,180813.0
0.8140000000000001,0.768,-5.952999999999999,0.0294,0.0138,0.19,0.861,119.979,154959.0
0.526,0.693,-6.972,0.0327,0.046,0.247,0.363,107.012,225640.0
0.703,0.396,-13.017,0.945,0.7879999999999999,0.398,0.3720000000000001,69.01,104747.0
0.6859999999999999,0.8690000000000001,-2.78,0.296,0.6990000000000001,0.129,0.764,92.039,252970.0
0.758,0.858,-9.075,0.0465,0.251,0.545,0.329,115.025,480461.0
0.665,0.8,-6.707999999999998,0.0448,0.193,0.25,0.5760000000000001,150.067,284800.0
0.608,0.614,-3.727,0.0285,0.227,0.157,0.402,127.884,208133.0
0.736,0.761,-5.449,0.0338,0.0966,0.0823,0.114,119.999,238427.0
0.719,0.607,-5.156,0.165,0.08,0.125,0.464,128.006,149900.0
0.749,0.792,-4.151,0.0826,0.292,0.109,0.239,144.064,180000.0
0.426,0.426,-13.375,0.0591,0.958,0.263,0.301,82.49799999999998,119200.0
0.736,0.623,-9.591,0.93,0.66,0.7390000000000001,0.884,72.376,106782.0
0.514,0.628,-5.661,0.0451,0.546,0.161,0.422,129.539,229947.0
0.5539999999999999,0.433,-10.996,0.179,0.41,0.302,0.8370000000000001,82.344,104256.0
0.737,0.885,-5.152,0.283,0.0876,0.103,0.346,94.998,240927.0
0.762,0.576,-4.951,0.0829,0.0556,0.0869,0.316,142.096,220813.0
0.7340000000000001,0.6629999999999999,-15.26,0.0597,0.392,0.086,0.866,119.998,193190.0
0.481,0.285,-10.848,0.0424,0.9,0.123,0.316,130.029,210160.0
0.748,0.27,-18.313,0.964,0.75,0.421,0.557,67.03699999999999,251181.0
0.653,0.524,-9.016,0.0502,0.112,0.203,0.553,83.97,160191.0
0.165,0.975,-2.503,0.158,9.38e-05,0.359,0.358,60.146,205016.0
0.68,0.878,-5.462999999999999,0.0443,0.0236,0.631,0.92,149.963,211000.0
0.348,0.87,-5.86,0.137,0.171,0.202,0.763,83.392,183640.0
0.525,0.776,-5.598,0.0321,0.0114,0.117,0.413,127.046,236520.0
0.623,0.276,-17.504,0.916,0.0898,0.242,0.425,172.627,212828.0
0.667,0.719,-5.371,0.0346,0.00285,0.0736,0.717,100.021,237520.0
0.75,0.683,-4.829,0.12,0.0462,0.297,0.539,111.066,200492.0
0.402,0.693,-9.836,0.0297,0.135,0.7120000000000001,0.48,150.22899999999996,257280.0
0.589,0.809,-5.292,0.0376,0.231,0.0719,0.496,88.965,194413.0
0.726,0.769,-5.043,0.123,0.0293,0.104,0.733,97.985,233902.0
0.825,0.435,-9.582,0.0568,0.452,0.0953,0.243,119.038,259102.0
0.596,0.96,-1.17,0.073,0.21,0.382,0.762,165.96900000000005,214648.0
0.768,0.687,-5.454,0.113,0.123,0.113,0.294,140.064,281987.0
0.915,0.612,-4.535,0.407,0.0944,0.115,0.758,129.93,118547.0
0.784,0.504,-9.607,0.143,0.188,0.122,0.56,77.98100000000002,96406.0
0.6509999999999999,0.962,-4.059,0.0647,0.0111,0.159,0.7170000000000001,128.006,199855.0
0.677,0.6509999999999999,-10.18,0.118,0.688,0.924,0.635,112.987,193905.0
0.449,0.98,-4.25,0.0935,0.0664,0.0984,0.0392,138.702,224328.0
0.697,0.674,-6.326,0.0533,0.00215,0.138,0.198,81.535,157355.0
0.234,0.733,-6.99,0.0404,0.176,0.4320000000000001,0.141,82.881,185187.0
0.62,0.73,-8.43,0.118,0.00359,0.125,0.75,145.872,189874.0
0.688,0.723,-6.682,0.121,0.0416,0.302,0.618,140.023,209187.0
0.649,0.979,-3.505,0.0539,0.209,0.151,0.6,94.647,190747.0
0.43,0.7,-5.35,0.264,0.0902,0.216,0.731,158.373,183219.0
0.798,0.675,-5.041,0.0442,0.0912,0.0894,0.842,101.956,219947.0
0.696,0.921,-3.755,0.0363,0.00314,0.0842,0.714,119.001,294573.0
0.583,0.991,-4.1110000000000015,0.182,0.0102,0.0882,0.277,149.959,417086.0
0.759,0.778,-4.473,0.345,0.00571,0.171,0.477,165.033,109248.0
0.8240000000000001,0.625,-16.769000000000002,0.0611,0.539,0.103,0.685,128.062,173837.0
0.6709999999999999,0.6629999999999999,-11.909,0.912,0.5329999999999999,0.4270000000000001,0.899,82.87,84160.0
0.6659999999999999,0.269,-16.704,0.96,0.096,0.126,0.37,78.112,213780.0
0.731,0.832,-2.592,0.0503,0.273,0.0665,0.94,146.013,178613.0
0.795,0.715,-3.582,0.0838,0.141,0.179,0.758,165.941,304733.0
0.668,0.64,-5.208,0.0888,0.049,0.0675,0.259,130.004,181627.0
0.7070000000000001,0.851,-3.684,0.0654,0.465,0.138,0.738,155.966,193877.0
0.498,0.916,-3.728,0.0662,0.052,0.0734,0.352,115.045,229253.0
0.657,0.523,-4.907,0.0614,0.0462,0.322,0.0382,140.046,275733.0
0.61,0.7390000000000001,-6.254,0.0316,0.0302,0.289,0.573,127.008,260707.0
0.505,0.959,-2.55,0.0414,0.000277,0.104,0.397,100.069,219969.0
0.602,0.422,-10.892,0.0443,0.289,0.12,0.237,104.899,166713.0
0.591,0.88,-4.401,0.0532,0.0754,0.0434,0.661,114.11,263587.0
0.5,0.993,-1.004,0.377,0.134,0.0552,0.236,155.003,235355.0
0.451,0.34,-7.466,0.031,0.763,0.135,0.221,110.502,281067.0
0.741,0.919,-3.4960000000000004,0.36,0.0967,0.109,0.8029999999999999,84.63600000000002,159382.0
0.766,0.788,-3.128,0.312,0.105,0.142,0.609,179.984,200482.0
0.544,0.87,-6.103,0.26,0.0015,0.246,0.502,129.984,210093.0
0.586,0.633,-7.688,0.0318,0.475,0.164,0.445,148.984,189800.0
0.567,0.545,-6.668,0.0448,0.168,0.112,0.234,174.146,176650.0
0.7809999999999999,0.498,-12.031,0.42,0.755,0.14,0.601,147.053,212246.0
0.73,0.581,-6.6,0.168,0.139,0.112,0.441,140.088,159973.0
0.82,0.6679999999999999,-5.478,0.236,0.0739,0.182,0.357,147.941,197653.0
0.787,0.635,-8.282,0.153,0.0255,0.356,0.238,130.014,209413.0
0.429,0.231,-20.43,0.402,0.878,0.279,0.914,74.545,30133.0
0.645,0.843,-4.072,0.0475,0.104,0.249,0.534,92.357,187320.0
0.343,0.594,-4.876,0.0344,0.128,0.128,0.425,120.998,218480.0
0.659,0.479,-6.79,0.2,0.152,0.268,0.0395,163.882,155956.0
0.677,0.496,-11.168,0.913,0.57,0.386,0.513,111.031,93613.0
0.464,0.741,-10.452,0.0726,0.114,0.173,0.964,80.078,438128.0
0.686,0.526,-6.842,0.0374,0.0815,0.144,0.372,92.013,158436.0
0.7170000000000001,0.57,-5.459,0.161,0.114,0.2,0.894,134.018,248760.0
0.619,0.853,-3.661,0.0468,0.322,0.149,0.9,182.548,201040.0
0.588,0.847,-4.734,0.0675,0.0145,0.436,0.38,99.058,204013.0
0.59,0.508,-9.254,0.145,0.0512,0.115,0.387,81.558,272251.0
0.8290000000000001,0.564,-9.087,0.127,0.159,0.115,0.763,77.49600000000002,213690.0
0.616,0.741,-4.155,0.131,0.143,0.347,0.593,193.069,323933.0
0.216,0.455,-9.378,0.0316,0.411,0.154,0.0855,155.05200000000005,224133.0
0.881,0.636,-4.629,0.287,0.00606,0.111,0.715,163.949,152195.0
0.437,0.803,-6.412,0.305,0.0376,0.683,0.406,84.378,289760.0
0.652,0.605,-7.371,0.0393,0.00481,0.0605,0.394,126.091,292707.0
0.804,0.606,-9.045,0.242,0.137,0.111,0.247,99.024,149028.0
0.66,0.473,-5.855,0.368,0.0812,0.0549,0.22,92.023,160111.0
0.6809999999999999,0.283,-19.125,0.0568,0.00658,0.223,0.199,90.01299999999998,225562.0
0.8959999999999999,0.711,-6.285,0.191,0.0921,0.108,0.196,119.983,176000.0
0.474,0.631,-5.884,0.343,0.0687,0.132,0.425,180.051,189323.0
0.93,0.418,-11.021,0.128,0.0393,0.0669,0.5429999999999999,114.008,136822.0
0.774,0.8190000000000001,-6.254,0.0865,0.0916,0.728,0.627,127.951,309420.0
0.748,0.825,-7.61,0.0684,0.0537,0.136,0.868,118.006,211147.0
0.708,0.612,-6.379,0.122,0.0381,0.277,0.263,139.913,229013.0
0.4920000000000001,0.157,-22.317,0.154,0.984,0.112,0.08,108.184,70060.0
0.695,0.837,-5.617,0.281,0.245,0.367,0.639,115.067,244174.0
0.639,0.6579999999999999,-5.827000000000001,0.0308,0.46,0.122,0.417,107.977,208760.0
0.676,0.432,-9.51,0.502,0.00163,0.0799,0.12,145.869,220427.0
0.698,0.816,-6.329,0.314,0.292,0.366,0.569,92.015,270613.0
0.426,0.862,-5.979,0.597,0.0813,0.34,0.332,100.3,305520.0
0.794,0.522,-7.829,0.159,0.0328,0.156,0.567,86.318,174133.0
0.564,0.7140000000000001,-6.4220000000000015,0.116,5.36e-05,0.615,0.283,139.989,199821.0
0.674,0.428,-9.504,0.122,0.121,0.132,0.337,84.878,190185.0
0.677,0.696,-6.181,0.119,0.321,0.42,0.464,90.03,198082.0
0.716,0.339,-15.984000000000002,0.929,0.722,0.426,0.453,121.487,122300.0
0.551,0.527,-13.296,0.269,0.107,0.0779,0.636,149.947,174857.0
0.589,0.338,-16.289,0.0381,0.898,0.346,0.775,91.727,198107.0
0.773,0.6459999999999999,-6.806,0.236,0.0633,0.0998,0.221,148.11,220541.0
0.6859999999999999,0.234,-14.955,0.96,0.534,0.19,0.23,101.443,200280.0
0.685,0.944,-2.793,0.145,0.0856,0.0927,0.757,124.987,235547.0
0.511,0.781,-4.681,0.0479,0.0719,0.265,0.512,159.953,182587.0
0.517,0.811,-4.526,0.286,0.186,0.105,0.494,168.269,250320.0
0.8320000000000001,0.491,-9.037,0.0955,0.52,0.8490000000000001,0.517,124.996,182400.0
0.809,0.588,-5.167,0.0869,0.0878,0.171,0.249,146.024,254080.0
0.776,0.675,-6.224,0.266,0.00196,0.227,0.271,131.984,217707.0
0.715,0.584,-8.231,0.0296,0.432,0.095,0.61,90.987,203173.0
0.531,0.683,-4.093,0.333,0.135,0.22,0.212,84.817,218747.0
0.551,0.715,-8.437000000000001,0.105,0.0486,0.248,0.0794,70.001,233165.0
0.417,0.956,-8.221,0.0749,0.000411,0.198,0.391,124.317,79960.0
0.383,0.384,-19.502,0.0377,0.6509999999999999,0.266,0.444,173.481,193078.0
0.754,0.583,-7.34,0.0432,0.32,0.144,0.77,122.012,220051.0
0.845,0.7070000000000001,-5.869,0.0515,0.0141,0.255,0.235,121.973,165605.0
0.764,0.315,-6.207999999999998,0.0538,0.649,0.239,0.441,141.121,174959.0
0.934,0.505,-7.648,0.168,0.0229,0.0867,0.691,139.93,181714.0
0.672,0.426,-15.607,0.87,0.254,0.375,0.705,94.488,73320.0
0.664,0.999,-2.562,0.051,0.0198,0.343,0.961,139.066,191677.0
0.764,0.587,-7.002,0.0298,0.0721,0.094,0.494,89.98,229573.0
0.508,0.82,-10.032,0.539,0.6509999999999999,0.911,0.6859999999999999,79.486,100726.0
0.7959999999999999,0.531,-11.259,0.0453,0.172,0.117,0.0358,120.023,454733.0
0.753,0.975,-4.621,0.104,0.00223,0.0229,0.585,122.001,253333.0
0.768,0.53,-11.878,0.377,0.00505,0.397,0.484,168.94400000000005,151051.0
0.75,0.628,-7.784,0.0535,0.146,0.208,0.521,123.939,222561.0
0.536,0.511,-10.005,0.209,0.000571,0.368,0.21,144.053,246777.0
0.503,0.843,-4.991,0.316,0.0487,0.344,0.778,128.63,203105.0
0.524,0.791,-4.696,0.0396,0.244,0.0981,0.248,137.872,285187.0
0.821,0.401,-13.498,0.24,0.0614,0.085,0.0384,140.07299999999998,151992.0
0.892,0.527,-5.598,0.0631,0.036,0.0612,0.485,136.029,122933.0
0.912,0.644,-6.632,0.287,0.00714,0.107,0.492,96.0,225040.0
0.3670000000000001,0.0388,-24.062,0.0844,0.983,0.145,0.112,68.93,106573.0
0.11,0.222,-14.407,0.0351,0.153,0.127,0.0371,82.928,304398.0
0.8029999999999999,0.458,-15.443,0.103,0.387,0.147,0.5720000000000001,101.947,170845.0
0.905,0.389,-14.505,0.332,0.74,0.106,0.196,120.046,193143.0
0.589,0.3670000000000001,-12.534,0.037,0.486,0.213,0.159,130.025,77322.0
0.8490000000000001,0.91,-5.642,0.233,0.403,0.0512,0.8290000000000001,128.03,167812.0
0.526,0.862,-6.003,0.0905,0.0144,0.229,0.528,90.052,195200.0
0.754,0.351,-10.07,0.338,0.8190000000000001,0.434,0.238,146.05100000000004,123836.0
0.738,0.585,-8.296,0.0394,0.0532,0.141,0.368,144.985,142349.0
0.662,0.413,-7.357,0.0299,0.213,0.134,0.467,93.005,161385.0
0.159,0.277,-16.405,0.0328,0.7490000000000001,0.134,0.107,85.132,335960.0
0.591,0.585,-6.35,0.0277,0.143,0.109,0.324,110.94,205473.0
0.644,0.601,-5.097,0.0496,0.388,0.0884,0.518,133.946,201422.0
0.684,0.123,-11.554,0.0882,0.6609999999999999,0.108,0.616,82.366,175103.0
0.723,0.454,-12.192,0.0505,0.682,0.139,0.237,114.996,219652.0
0.826,0.753,-8.804,0.107,0.0469,0.0977,0.428,125.002,385933.0
0.557,0.338,-9.892,0.0257,0.134,0.14,0.689,140.935,85124.0
0.7979999999999999,0.8420000000000001,-4.901,0.162,0.33,0.228,0.865,106.007,204348.0
0.536,0.8640000000000001,-5.659,0.04,0.000268,0.314,0.657,135.063,188500.0
0.7759999999999999,0.5870000000000001,-6.8660000000000005,0.0464,0.123,0.192,0.452,139.94799999999998,138214.0
0.7040000000000001,0.41,-10.973,0.031,0.845,0.113,0.192,120.019,154000.0
0.514,0.951,-3.813,0.0603,0.0951,0.349,0.838,171.96,192160.0
0.679,0.408,-9.754,0.0882,0.133,0.23,0.151,129.079,206080.0
0.659,0.714,-6.141,0.034,0.0115,0.21,0.392,130.015,317600.0
0.68,0.401,-10.895,0.0345,0.0656,0.0888,0.226,127.96,178125.0
0.642,0.823,-5.717,0.0289,0.00159,0.0776,0.431,122.977,227344.0
0.659,0.688,-4.649,0.0673,0.207,0.113,0.632,153.979,273474.0
0.716,0.512,-6.257,0.0331,0.483,0.0928,0.326,104.957,165907.0
0.534,0.792,-10.666,0.0688,0.00905,0.425,0.482,138.445,224800.0
0.672,0.7070000000000001,-5.971,0.0416,0.117,0.298,0.733,140.938,264681.0
0.6779999999999999,0.627,-10.734000000000002,0.0384,0.0557,0.0997,0.889,150.009,106234.0
0.534,0.596,-6.653,0.117,0.56,0.133,0.324,100.121,190867.0
0.66,0.9,-5.02,0.14,0.0403,0.219,0.591,85.51,213253.0
0.512,0.512,-6.008,0.285,0.654,0.148,0.434,95.11,201609.0
0.648,0.681,-8.389,0.0378,0.263,0.0971,0.767,157.941,200773.0
0.6579999999999999,0.713,-11.305,0.0313,0.0194,0.101,0.156,124.007,251763.0
0.664,0.908,-4.806,0.0317,0.00182,0.109,0.889,118.031,216454.0
0.742,0.844,-4.622,0.0479,0.000634,0.0659,0.416,131.986,293840.0
0.798,0.629,-6.857,0.0735,0.00474,0.324,0.4,130.0,284373.0
0.774,0.5429999999999999,-11.98,0.371,0.343,0.157,0.603,134.109,218507.0
0.956,0.444,-8.933,0.0981,0.0345,0.0579,0.635,100.021,115636.0
0.893,0.477,-13.307,0.0687,0.111,0.0949,0.198,96.972,228807.0
0.335,0.625,-7.462,0.0386,0.164,0.0708,0.346,150.277,241107.0
0.6920000000000001,0.557,-6.484,0.0337,0.283,0.347,0.735,95.031,290526.0
0.592,0.584,-7.422,0.0305,0.245,0.0862,0.371,160.048,209787.0
0.633,0.664,-8.24,0.238,0.0453,0.413,0.767,140.138,249438.0
0.612,0.765,-4.915,0.0404,0.122,0.103,0.553,122.021,224840.0
0.351,0.956,-1.996,0.245,0.0949,0.226,0.446,83.655,176875.0
0.642,0.762,-7.411,0.0296,0.00967,0.182,0.605,113.038,253200.0
0.67,0.476,-6.253,0.0406,0.328,0.104,0.235,96.975,231907.0
0.875,0.588,-6.723,0.0768,0.028,0.0543,0.6459999999999999,95.107,180976.0
0.913,0.662,-7.375,0.141,0.325,0.0574,0.7559999999999999,115.015,207778.0
0.322,0.936,-3.252,0.0556,0.000287,0.61,0.254,146.00799999999995,375699.0
0.7040000000000001,0.28,-16.590999999999998,0.957,0.232,0.133,0.385,72.749,150835.0
0.717,0.862,-4.736,0.054,0.00689,0.321,0.52,130.021,224933.0
0.733,0.589,-7.37,0.1,0.0476,0.0366,0.867,170.097,182960.0
0.452,0.127,-16.555999999999994,0.0369,0.95,0.122,0.0556,79.89,260081.0
0.752,0.563,-8.066,0.209,0.146,0.103,0.551,145.05,178776.0
0.713,0.409,-19.1,0.946,0.293,0.309,0.778,128.732,207355.0
0.647,0.823,-5.231,0.0762,0.0598,0.119,0.396,99.933,230333.0
0.514,0.8370000000000001,-3.851,0.0945,0.000359,0.178,0.336,99.316,210117.0
0.806,0.546,-6.637,0.0575,0.3,0.102,0.874,147.986,212867.0
0.809,0.845,-5.843,0.352,0.224,0.638,0.67,90.015,176990.0
0.445,0.67,-5.232,0.0326,0.000236,0.606,0.401,115.415,210325.0
0.534,0.666,-9.471,0.0335,0.0143,0.113,0.59,87.401,244147.0
0.6,0.412,-9.343,0.344,0.615,0.134,0.408,113.049,225882.0
0.466,0.877,-3.12,0.0408,0.0299,0.132,0.178,159.968,318000.0
0.295,0.933,-6.966,0.0598,6.929999999999999e-05,0.938,0.248,140.476,421427.0
0.689,0.377,-8.761,0.0397,0.285,0.268,0.294,143.946,210738.0
0.847,0.814,-4.668,0.152,0.0825,0.0948,0.711,140.057,172359.0
0.8170000000000001,0.7070000000000001,-11.643,0.847,0.232,0.115,0.504,151.958,227426.0
0.665,0.498,-8.185,0.0831,0.228,0.0757,0.127,81.967,179613.0
0.53,0.8390000000000001,-6.608,0.0332,0.00313,0.11,0.642,135.738,243480.0
0.7879999999999999,0.442,-9.944,0.0686,0.428,0.0975,0.366,115.03,190067.0
0.389,0.72,-5.465,0.0308,0.057,0.183,0.51,147.94,245899.0
0.68,0.885,-4.36,0.0382,0.00557,0.377,0.879,144.998,202760.0
0.488,0.713,-6.148,0.0472,0.0569,0.305,0.483,167.973,199747.0
0.205,0.0431,-22.034,0.0436,0.975,0.122,0.04,85.33,471080.0
0.586,0.528,-9.917,0.0429,0.00562,0.17,0.77,163.982,154070.0
0.981,0.417,-10.732,0.134,0.0471,0.103,0.262,122.044,129384.0
0.8240000000000001,0.407,-11.052,0.279,0.494,0.102,0.617,94.975,143310.0
0.885,0.641,-4.455,0.351,0.175,0.234,0.201,91.167,142582.0
0.427,0.745,-3.866,0.0317,0.0329,0.139,0.507,153.606,190587.0
0.69,0.524,-8.39,0.103,0.0415,0.17,0.562,164.023,223080.0
0.564,0.76,-5.667,0.0277,0.0676,0.144,0.528,134.015,231693.0
0.647,0.767,-6.497,0.203,0.00417,0.103,0.537,157.925,216773.0
0.679,0.8420000000000001,-4.235,0.0792,0.00454,0.113,0.691,132.009,223714.0
0.647,0.749,-5.019,0.0478,0.0386,0.298,0.659,76.84,223507.0
0.845,0.567,-8.118,0.0956,0.59,0.0811,0.793,125.02,205680.0
0.559,0.86,-4.04,0.05,0.0991,0.292,0.292,118.969,224507.0
0.885,0.562,-7.085,0.0424,0.0687,0.0939,0.8740000000000001,117.023,184386.0
0.8009999999999999,0.77,-6.022,0.215,0.298,0.467,0.655,118.086,183763.0
0.8370000000000001,0.618,-8.401,0.176,0.127,0.0687,0.425,134.015,210896.0
0.731,0.927,-3.634,0.0781,0.0228,0.187,0.478,119.006,191467.0
0.834,0.372,-11.99,0.0358,0.799,0.275,0.976,96.628,150267.0
0.5870000000000001,0.826,-3.247,0.0721,0.0064,0.309,0.695,145.054,244345.0
0.764,0.526,-7.355,0.212,0.0484,0.0718,0.588,114.91,222243.0
0.805,0.605,-6.769,0.32,0.305,0.0506,0.7809999999999999,89.995,254512.0
0.728,0.222,-15.633,0.0962,0.6940000000000001,0.115,0.343,94.989,218526.0
0.633,0.127,-21.952,0.952,0.388,0.0899,0.369,86.954,178861.0
0.677,0.633,-7.831,0.0771,0.0314,0.112,0.409,89.934,187239.0
